Area Code,Item Code,Element Code,Element Name,Num_2000,Symb_2000,Num_2001,Symb_2001,Num_2002,Symb_2002,Num_2003,Symb_2003,Num_2004,Symb_2004,Num_2005,Symb_2005
1,18,61,Imports - Qty (Mt),7122.000, ,1323.000, ,1148.000,*,1455.000, ,1503.000, ,1502.000, 
1,18,91,Exports - Qty (Mt),10.000, ,1.000, ,0.000,T,1.000, ,0.000,*,0.000,T
1,27,61,Imports - Qty (Mt),2808.000, ,796.000, ,3964.000,*,1105.000, ,430.000, ,23.000, 
1,27,91,Exports - Qty (Mt),0.000,P,0.000, ,0.000,T,0.000,T,0.000,T,0.000,T
1,28,41,Extr Rate (Hg/Mt),8000.000,C,8000.000,C,8000.000,C,8000.000,C,8000.000,C,8000.000,C
1,28,51,Production (Mt),2000.000,C,560.000,C,2560.000,C,400.000,C,320.000,C,0.000,C
1,28,61,Imports - Qty (Mt),8329.000, ,9659.000, ,12516.000, ,12610.000, ,12837.000, ,16045.000, 
1,28,91,Exports - Qty (Mt),1.000,*,1.000,F,0.000,*,0.000,T,0.000,T,5.000, 
1,31,61,Imports - Qty (Mt),700.000, ,620.000, ,0.000, ,414.000, ,170.000, ,363.000, 
1,31,91,Exports - Qty (Mt),1.000,*,1.000,F,0.000,*,0.000,T,0.000,T,0.000,T
1,32,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,20.000, 
1,34,61,Imports - Qty (Mt),0.000,*,15.000, ,7.000, ,10.000, ,14.000, ,11.000, 
1,35,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
1,41,61,Imports - Qty (Mt),18.000, ,34.000, ,54.000, ,73.000, ,193.000, ,193.000, 
1,41,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
1,51,41,Extr Rate (Hg/Mt),66166.664,C,66533.328,C,64346.367,C,66463.641,C,67953.844,C,67193.750,C
1,51,51,Production (Mt),7940.000, ,9980.000, ,7078.100, ,7311.000, ,8834.000, ,10751.000, 
1,51,61,Imports - Qty (Mt),45.000, ,43.000, ,465.000, ,327.000, ,414.000, ,1609.000, 
1,51,91,Exports - Qty (Mt),880.000, ,3975.000, ,1871.000, ,2011.000, ,2551.000, ,3439.000, 
1,113,61,Imports - Qty (Mt),58.000, ,577.000, ,155.000, ,479.000, ,286.000, ,44439.000, 
1,113,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,18.000, 
1,154,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000, ,0.000,T,5.000, ,10.000, 
1,168,61,Imports - Qty (Mt),534.000, ,758.000, ,953.000, ,1480.000, ,1888.000, ,2031.000, 
1,168,91,Exports - Qty (Mt),42.000, ,12.000, ,21.000, ,60.000, ,47.000, ,42.000, 
1,172,61,Imports - Qty (Mt),4.000, ,1.000, ,8.000, ,2.000, ,13.000, ,11.000, 
1,172,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000, 
1,175,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,2.000, ,0.000,*,0.000,T
1,632,61,Imports - Qty (Mt),0.000,P,0.000, ,2.000, ,130.000, ,196.000, ,589.000, 
1,632,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,25.000, ,0.000,*
1,633,41,Extr Rate (Hg/Mt),50348.836,C,50796.297,C,50603.773,C,50147.059,C,50309.723,C,50665.625,C
1,633,51,Production (Mt),21650.000, ,27430.000, ,26820.000, ,34100.000, ,36223.000, ,32426.000, 
1,633,61,Imports - Qty (Mt),234.000, ,128.000, ,653.000, ,1108.000, ,2302.000, ,6991.000, 
1,633,91,Exports - Qty (Mt),210.000, ,250.000, ,538.000, ,1017.000, ,1292.000, ,1384.000, 
1,634,41,Extr Rate (Hg/Mt),3625.000,C,3713.385,C,3643.933,C,3612.292,C,3674.727,C,3598.596,C
1,634,51,Production (Mt),13050.000, ,14482.200, ,16397.699, ,17339.000, ,20211.000, ,23067.000, 
1,634,61,Imports - Qty (Mt),83.000, ,326.000, ,763.000, ,1660.000, ,2757.000, ,3880.000, 
1,634,91,Exports - Qty (Mt),5071.000, ,8130.000, ,11160.000, ,13226.000, ,12914.000, ,18385.000, 
1,654,41,Extr Rate (Hg/Mt),5000.000,C,5000.000,C,5000.000,C,5000.000,C,5000.000,C,5000.000,C
1,654,51,Production (Mt),21350.000,C,25400.000,C,26550.000,C,26900.000,C,32950.000,C,37950.000,C
1,846,61,Imports - Qty (Mt),1.000, ,10.000, ,0.000, ,21.000, ,38.000, ,29.000, 
1,1241,61,Imports - Qty (Mt),0.000,M,221.000, ,0.000,*,0.000,T,0.000,T,0.000,T
1,1242,41,Extr Rate (Hg/Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
1,1242,51,Production (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
1,1242,61,Imports - Qty (Mt),1619.000, ,2149.000, ,2287.000, ,2814.000, ,3404.000, ,3626.000, 
1,1242,91,Exports - Qty (Mt),0.000,M,58.000, ,0.000,M,0.000,M,0.000,M,0.000,M
1,1275,61,Imports - Qty (Mt),6756.000, ,9918.000, ,10228.000, ,8278.000, ,8924.000, ,9625.000, 
1,1275,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,51.000, ,590.000, 
2,18,61,Imports - Qty (Mt),0.000,T,0.000,T,894.000,*,1381.000,P,2154.000,P,5568.000,P
2,27,41,Yield (Hg/Ha),20000.000,C,20000.000,C,28740.740,C,29931.035,C,23743.590,C,30312.500,C
2,27,51,Production (Mt),260000.000, ,242000.000, ,388000.000, ,434000.000, ,463000.000, ,485000.000, 
2,31,41,Extr Rate (Hg/Mt),6700.000,F,6700.000,F,6700.000,F,6700.000,F,6700.000,F,6700.000,F
2,31,51,Production (Mt),153493.656,C,141292.953,C,231562.047,C,256707.156,C,277239.312,C,290947.500,C
2,31,61,Imports - Qty (Mt),220000.000,*,272000.000,*,218000.000,*,205500.000,*,143716.000,*,156074.000,*
2,35,41,Extr Rate (Hg/Mt),800.000,F,800.000,F,800.000,F,800.000,F,800.000,F,800.000,F
2,35,51,Production (Mt),18327.600,C,16870.801,C,27649.199,C,30651.600,C,33103.199,C,34740.000,C
2,51,61,Imports - Qty (Mt),0.000,T,0.000,T,582.000,*,1020.000,P,4635.000,P,2484.000,P
2,168,61,Imports - Qty (Mt),1900.000,*,1200.000,*,2613.000,*,4743.000,P,8137.000,P,13267.000,P
2,633,61,Imports - Qty (Mt),1000.000,*,1300.000,*,3800.000,*,23626.000,P,34045.000,P,58582.000,P
2,634,61,Imports - Qty (Mt),0.000,T,0.000,T,112.000,*,168.000,P,98.000,P,201.000,P
2,1242,61,Imports - Qty (Mt),2500.000,F,2500.000,F,87.000,*,216.000,P,340.000,P,1030.000,P
2,1275,61,Imports - Qty (Mt),39600.000,*,28400.000,*,29675.000,*,45429.000,P,115020.000,P,82662.000,P
3,18,61,Imports - Qty (Mt),17058.000, ,19275.000, ,21642.000, ,20350.000, ,19720.000, ,19016.000, 
3,18,91,Exports - Qty (Mt),21.000, ,57.000, ,0.000, ,16.000,*,47.000, ,0.000,*
3,27,41,Yield (Hg/Ha),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
3,27,51,Production (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
3,27,61,Imports - Qty (Mt),1419.000, ,3989.000, ,1178.000, ,127.000, ,122.000, ,195.000, 
3,27,91,Exports - Qty (Mt),5.000, ,5.000, ,0.000,*,0.000, ,0.000, ,0.000, 
3,28,61,Imports - Qty (Mt),11751.000, ,7839.000, ,8842.000, ,5149.000, ,4203.000, ,8220.000, 
3,28,91,Exports - Qty (Mt),0.000,M,25.000, ,0.000,*,14.000, ,0.000,*,1.000, 
3,31,41,Extr Rate (Hg/Mt),5051.890,C,5122.662,C,5197.325,C,5222.562,C,5436.601,C,5756.148,C
3,31,51,Production (Mt),700.000,F,2000.000,F,600.000,F,65.000,F,65.000,F,110.000,F
3,31,61,Imports - Qty (Mt),5560.000, ,6923.000, ,13260.000, ,15711.000, ,15344.000, ,14733.000, 
3,31,91,Exports - Qty (Mt),0.000, ,0.000, ,50.000, ,25.000, ,1.000, ,0.000,*
3,32,61,Imports - Qty (Mt),0.000, ,1100.000,*,0.000, ,1035.000, ,993.000, ,0.000,*
3,34,61,Imports - Qty (Mt),165.000, ,802.000, ,568.000, ,3.000, ,76.000, ,53.000, 
3,35,41,Extr Rate (Hg/Mt),800.000,C,800.000,C,800.000,C,800.000,C,800.000,C,800.000,C
3,35,51,Production (Mt),110.850,C,312.338,C,92.355,C,9.957,C,9.565,C,15.288,C
3,35,61,Imports - Qty (Mt),35.000, ,0.000, ,46.000, ,0.000,*,53.000, ,20.000, 
3,38,61,Imports - Qty (Mt),1.000, ,0.000, ,549.000, ,0.000,*,0.000, ,1.000, 
3,41,61,Imports - Qty (Mt),3735.000, ,952.000, ,534.000, ,338.000, ,648.000, ,459.000, 
3,41,91,Exports - Qty (Mt),0.000,M,114.000, ,0.000,*,5.000, ,15.000, ,0.000,*
3,51,41,Extr Rate (Hg/Mt),58474.117,C,58030.828,C,59272.031,C,59479.555,C,60104.777,C,60184.988,C
3,51,51,Production (Mt),8584.000, ,11670.000, ,15470.000, ,14400.000, ,29830.000, ,28630.000, 
3,51,61,Imports - Qty (Mt),32685.000, ,36283.000, ,27858.000, ,25858.000, ,22426.000, ,20144.000, 
3,51,91,Exports - Qty (Mt),0.000, ,24.000, ,31.000, ,66.000,*,287.000, ,131.000, 
3,113,61,Imports - Qty (Mt),35.000, ,15.000, ,345.000,*,3.000, ,18.000, ,0.000,*
3,113,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,20.000, 
3,154,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,5.000, ,10.000, ,0.000,*
3,155,61,Imports - Qty (Mt),3.000, ,0.000, ,0.000, ,0.000, ,0.000, ,0.000, 
3,155,91,Exports - Qty (Mt),0.000, ,0.000, ,0.000, ,0.000, ,0.000, ,0.000, 
3,168,61,Imports - Qty (Mt),1219.000, ,1325.000, ,1701.000, ,1283.000, ,1454.000, ,1404.000, 
3,168,91,Exports - Qty (Mt),19.000, ,25.000, ,13.000, ,1.000, ,23.000, ,7.000, 
3,172,61,Imports - Qty (Mt),351.000, ,271.000, ,383.000, ,488.000, ,444.000, ,522.000, 
3,172,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
3,175,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
3,632,61,Imports - Qty (Mt),3397.000, ,1338.000, ,988.000, ,949.000, ,759.000, ,466.000, 
3,633,41,Extr Rate (Hg/Mt),5000.000,C,5000.000,C,5000.000,C,5000.000,C,5000.000,C,5000.000,C
3,633,51,Production (Mt),175.500,C,135.500,C,191.500,C,244.000,C,222.000,C,261.000,C
3,633,61,Imports - Qty (Mt),10068.000, ,10256.000, ,12084.000, ,9286.000, ,11204.000, ,14576.000, 
3,633,91,Exports - Qty (Mt),3328.000, ,1303.000, ,1159.000, ,899.000, ,10519.000, ,11871.000, 
3,634,41,Extr Rate (Hg/Mt),6933.076,C,6965.291,C,6596.306,C,6309.148,C,6451.613,C,6361.323,C
3,634,51,Production (Mt),2880.000, ,2970.000, ,2000.000,F,2000.000,F,2200.000,F,2500.000,F
3,634,61,Imports - Qty (Mt),234.000, ,370.000, ,720.000, ,706.000, ,875.000, ,944.000, 
3,634,91,Exports - Qty (Mt),26.000, ,6.000, ,29.000, ,62.000,*,31.000, ,77.000, 
3,654,41,Extr Rate (Hg/Mt),3500.000,C,3500.000,C,3500.000,C,3500.000,C,3500.000,C,3500.000,C
3,654,51,Production (Mt),1967.700,C,2196.250,C,1974.700,C,1956.850,C,2930.550,C,3040.450,C
3,654,61,Imports - Qty (Mt),0.000,M,0.000, ,1.000, ,0.000,*,0.000, ,0.000, 
3,846,61,Imports - Qty (Mt),0.000, ,0.000, ,0.000, ,10.000, ,1.000, ,1.000, 
3,1242,41,Extr Rate (Hg/Mt),0.000,C,0.000,C,0.000,C,0.000,C,0.000,C,0.000,C
3,1242,51,Production (Mt),0.000,F,0.000,F,0.000,F,0.000,F,0.000,F,0.000,F
3,1242,61,Imports - Qty (Mt),1575.000, ,2145.000, ,2038.000, ,2150.000, ,2728.000, ,2790.000, 
3,1275,61,Imports - Qty (Mt),796.000, ,598.000, ,117.000, ,75.000, ,62.000, ,136.000, 
3,1275,91,Exports - Qty (Mt),0.000,F,0.000,T,0.000, ,0.000, ,0.000, ,0.000, 
4,18,41,Extr Rate (Hg/Mt),10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C
4,18,51,Production (Mt),4176.517,C,4336.040,C,4401.707,C,4669.356,C,4655.943,C,4720.759,C
4,18,61,Imports - Qty (Mt),2617.000, ,1319.000, ,867.000, ,652.000, ,1332.000, ,1928.000, 
4,18,91,Exports - Qty (Mt),0.000,F,5.000, ,0.000,*,129.000, ,111.000, ,29.000, 
4,27,41,Yield (Hg/Ha),16142.132,C,16300.578,C,17076.924,C,19069.768,C,18263.158,C,18074.867,C
4,27,51,Production (Mt),318.000,E,282.000,E,333.000,E,328.000,E,347.000,E,338.000,E
4,27,61,Imports - Qty (Mt),2091.000, ,1226.000, ,1026.000, ,13392.000, ,1257.000, ,1001.000, 
4,27,91,Exports - Qty (Mt),0.000, ,0.000, ,0.000,F,0.000,T,0.000,T,0.000,T
4,28,61,Imports - Qty (Mt),6455.000, ,773.000, ,882.000, ,1.000, ,3751.000, ,3788.000, 
4,28,91,Exports - Qty (Mt),0.000, ,0.000, ,0.000,F,0.000,T,0.000,T,0.000,T
4,31,41,Extr Rate (Hg/Mt),6700.000,C,6700.000,C,6700.000,C,6700.000,C,6700.000,C,6700.000,C
4,31,51,Production (Mt),1502.120,C,932.754,C,840.917,C,8624.307,C,993.911,C,825.360,C
4,31,61,Imports - Qty (Mt),46346.000, ,23154.000, ,94686.000, ,51457.000, ,61206.000, ,47640.000, 
4,31,91,Exports - Qty (Mt),0.000, ,0.000, ,1.000, ,5.000,P,0.000,*,0.000,T
4,32,61,Imports - Qty (Mt),14676.000, ,13944.000, ,131.000, ,43.000, ,5403.000, ,1975.000, 
4,32,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
4,34,61,Imports - Qty (Mt),2.000, ,1.508,T,4.000, ,0.000, ,0.000,T,2.000, 
4,35,41,Extr Rate (Hg/Mt),1000.000,C,1000.000,C,1000.000,C,1000.000,C,1000.000,C,1000.000,C
4,35,51,Production (Mt),224.197,C,139.217,C,125.510,C,1287.210,C,148.345,C,123.188,C
4,38,61,Imports - Qty (Mt),873.000, ,0.000, ,0.000,*,0.000,T,0.000,T,0.000,T
4,41,61,Imports - Qty (Mt),58.000, ,85.000, ,312.000, ,285.000, ,329.000, ,497.000, 
4,41,91,Exports - Qty (Mt),0.000,F,0.000,F,2.000, ,10.000,P,0.000,*,3.000, 
4,51,41,Extr Rate (Hg/Mt),59687.238,C,62433.109,C,63877.355,C,64080.156,C,64504.781,C,71397.164,C
4,51,51,Production (Mt),100000.000,F,105000.000,F,100000.000,F,110000.000,F,110000.000,F,117891.000,E
4,51,61,Imports - Qty (Mt),268.000, ,807.000, ,8818.000, ,9230.000, ,3516.000, ,11101.000, 
4,51,91,Exports - Qty (Mt),0.000,F,0.000,F,6.000, ,58.000, ,46.000, ,6.000, 
4,113,61,Imports - Qty (Mt),37.000, ,40.000, ,208.000, ,455.000, ,161.000, ,260.000, 
4,113,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
4,154,61,Imports - Qty (Mt),63.000, ,117.000, ,86.000, ,123.000, ,179.000, ,171.000, 
4,168,41,Extr Rate (Hg/Mt),10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C
4,168,51,Production (Mt),15000.000,C,15000.000,C,15000.000,C,15000.000,C,15000.000,C,15000.000,C
4,168,61,Imports - Qty (Mt),27.000, ,240.000,*,4383.000, ,6094.000, ,12372.000, ,8608.000, 
4,168,91,Exports - Qty (Mt),0.000, ,3.000, ,2.000, ,1.000, ,32.000, ,17.000, 
4,171,41,Extr Rate (Hg/Mt),10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C
4,171,51,Production (Mt),10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C
4,172,61,Imports - Qty (Mt),6366.000, ,6642.000, ,7396.000, ,6260.000, ,9148.000, ,10571.000, 
4,172,91,Exports - Qty (Mt),0.000, ,0.000, ,0.000,F,0.000,T,0.000,T,0.000,T
4,632,61,Imports - Qty (Mt),2663.000, ,2852.000, ,3430.000, ,2857.000, ,86.000, ,2576.000, 
4,632,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
4,633,41,Extr Rate (Hg/Mt),12000.000,C,12000.000,C,12000.000,C,12000.000,C,12000.000,C,12000.000,C
4,633,51,Production (Mt),30000.000,C,30000.000,C,30000.000,C,30000.000,C,30000.000,C,30000.000,C
4,633,61,Imports - Qty (Mt),19.000,F,0.000, ,947.000, ,106.000, ,432.000, ,601.000, 
4,633,91,Exports - Qty (Mt),427.000, ,688.000, ,5756.000, ,6852.000, ,7330.000, ,7719.000, 
4,634,41,Extr Rate (Hg/Mt),176.768,C,176.768,C,176.768,C,176.768,C,176.768,C,176.768,C
4,634,51,Production (Mt),350.000,F,350.000,F,350.000,F,350.000,F,350.000,F,350.000,F
4,634,61,Imports - Qty (Mt),62.000, ,24.000, ,208.000, ,880.000, ,1079.000, ,837.000, 
4,634,91,Exports - Qty (Mt),371.000, ,0.000, ,1.000, ,1.000,P,0.000, ,1.000, 
4,654,41,Extr Rate (Hg/Mt),4000.000,C,4000.000,C,4000.000,C,4000.000,C,4000.000,C,4000.000,C
4,654,51,Production (Mt),6701.600,C,6727.200,C,6262.000,C,6866.400,C,6821.200,C,6604.800,C
4,654,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
4,846,61,Imports - Qty (Mt),1.000, ,38.000, ,95.000, ,38.000, ,160.000, ,166.000, 
4,1241,61,Imports - Qty (Mt),0.000, ,0.000, ,0.000,F,0.000,T,0.000,T,0.000,T
4,1242,41,Extr Rate (Hg/Mt),11200.000,C,10800.000,C,11142.857,C,11200.000,C,12129.600,C,11428.571,C
4,1242,51,Production (Mt),28000.000,F,27000.000,F,39000.000,F,28000.000,F,30324.000,E,32000.000,F
4,1242,61,Imports - Qty (Mt),45164.000, ,37922.000, ,34897.000, ,25073.000, ,25558.000, ,11579.000, 
4,1242,91,Exports - Qty (Mt),0.000, ,0.000, ,0.000,F,170.000, ,12.000, ,32.000, 
4,1275,61,Imports - Qty (Mt),33581.000, ,45011.000, ,46036.000, ,53831.000, ,61045.000, ,66131.000, 
4,1275,91,Exports - Qty (Mt),4996.000, ,0.000, ,0.000,F,17.000, ,13.000, ,1.000, 
5,31,61,Imports - Qty (Mt),850.000,*,11530.000,P,17.000,*,1.000,P,0.000,*,0.000,P
5,41,61,Imports - Qty (Mt),60.000,*,160.000,*,170.000,*,138.000,P,165.000,P,192.000,P
5,51,61,Imports - Qty (Mt),330.000,*,155.000,*,273.000,*,380.000,P,384.000,P,221.000,P
5,168,61,Imports - Qty (Mt),25.000,*,60.000,*,54.000,*,218.000,P,64.000,P,42.000,P
5,633,61,Imports - Qty (Mt),695.000,P,410.000,P,1750.000,P,673.000,P,674.000,P,2010.000,P
5,634,61,Imports - Qty (Mt),45.000,T,25.000,*,4.000,*,10.000,P,11.000,P,12.000,P
7,18,41,Extr Rate (Hg/Mt),10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C
7,18,51,Production (Mt),599.500,C,473.688,C,677.422,C,795.485,C,865.487,C,853.070,C
7,18,61,Imports - Qty (Mt),39900.000,*,37456.000,*,32283.000,*,38893.000,P,40874.000,P,48976.000,P
7,18,91,Exports - Qty (Mt),0.000,T,0.000,T,44.000,*,44.000,T,28.000,P,28.000,T
7,27,41,Yield (Hg/Ha),13454.461,C,13700.565,C,13198.381,C,13767.637,C,11584.388,C,6977.494,C
7,27,51,Production (Mt),5776.000, ,5335.000, ,4890.000, ,10831.000, ,13000.000, ,8650.000, 
7,28,41,Extr Rate (Hg/Mt),7200.000,C,7200.000,C,7200.000,C,7200.000,C,7200.000,C,7200.000,C
7,28,51,Production (Mt),2494.505,C,2300.501,C,1962.142,C,4549.208,C,5495.354,C,3673.061,C
7,31,41,Extr Rate (Hg/Mt),6700.000,C,6700.000,C,6700.000,C,6700.000,C,6700.000,C,6700.000,C
7,31,51,Production (Mt),1249.918,C,1152.708,C,983.167,C,2279.464,C,2753.548,C,1840.454,C
7,31,61,Imports - Qty (Mt),85233.000,*,93769.000,*,72372.000,*,70002.000,*,267129.000,*,205185.000,P
7,31,91,Exports - Qty (Mt),0.000,T,0.000,T,0.000,T,0.000,T,0.000,T,0.000,T
7,35,41,Extr Rate (Hg/Mt),800.000,C,800.000,C,800.000,C,800.000,C,800.000,C,800.000,C
7,35,51,Production (Mt),149.244,C,137.637,C,117.393,C,272.175,C,328.782,C,219.756,C
7,41,61,Imports - Qty (Mt),0.000,T,0.000,T,311.000,*,513.000,P,391.000,P,277.000,P
7,51,41,Extr Rate (Hg/Mt),64516.129,C,66146.344,C,67148.281,C,65542.844,C,65900.656,C,65342.430,C
7,51,51,Production (Mt),100000.000,F,135600.000,*,145000.000,*,159800.000,*,205900.000,*,293100.000,*
7,51,61,Imports - Qty (Mt),21600.000,*,80000.000,*,130458.000,*,129209.000,P,131324.000,P,85370.000,P
7,51,91,Exports - Qty (Mt),0.000,T,0.000,T,67.000,*,1.000,P,43.000,P,74.000,P
7,168,41,Extr Rate (Hg/Mt),15000.000,C,15000.000,C,15000.000,C,15000.000,C,15000.000,C,15000.000,C
7,168,51,Production (Mt),0.000,C,0.000,C,0.000,C,2495.532,C,2483.291,C,2557.874,C
7,168,61,Imports - Qty (Mt),0.000,T,0.000,T,6851.000,*,8287.000,P,9494.000,P,10495.000,P
7,168,91,Exports - Qty (Mt),0.000,T,0.000,T,322.000,*,77.000,P,77.000,T,4.000,P
7,633,41,Extr Rate (Hg/Mt),50000.000,C,50000.000,C,50000.000,C,50000.000,C,50000.000,C,50000.000,C
7,633,51,Production (Mt),0.000,C,0.000,C,0.000,C,3565.046,C,3547.559,C,3654.105,C
7,633,61,Imports - Qty (Mt),17300.000,*,63024.000,*,106969.000,*,127314.000,P,77599.000,P,22251.000,P
7,633,91,Exports - Qty (Mt),0.000,T,0.000,T,31.000,*,0.000,P,6.000,P,3.000,P
7,634,41,Extr Rate (Hg/Mt),5000.000,C,5000.000,C,5000.000,C,5000.000,C,5000.000,C,5000.000,C
7,634,51,Production (Mt),5726.875,C,5890.500,C,5890.500,C,5890.500,C,5645.062,C,5645.062,C
7,634,61,Imports - Qty (Mt),1200.000,*,2500.000,*,3202.000,*,4082.000,P,9874.000,P,18385.000,P
7,634,91,Exports - Qty (Mt),0.000,T,0.000,T,0.000,*,0.000,T,0.000,P,0.000,P
7,1242,61,Imports - Qty (Mt),8800.000,*,8600.000,*,9732.000,*,12886.000,P,18060.000,P,18059.000,P
7,1242,91,Exports - Qty (Mt),0.000,T,0.000,T,78.000,*,16.000,P,1.000,P,0.000,P
7,1275,41,Extr Rate (Hg/Mt),0.000,C,0.000,C,0.000,C,0.000,C,0.000,C,0.000,C
7,1275,51,Production (Mt),0.000,C,0.000,C,0.000,C,0.000,C,0.000,C,0.000,C
7,1275,61,Imports - Qty (Mt),0.000,T,0.000,T,0.000,T,399.000,P,235.000,P,312.000,P
7,1275,91,Exports - Qty (Mt),0.000,T,0.000,T,0.000,T,0.000,T,0.000,T,0.000,T
8,18,61,Imports - Qty (Mt),440.000,*,330.000,*,316.000,*,297.000,P,407.000,P,457.000, 
8,18,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
8,27,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,10.000, 
8,28,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,1531.000, 
8,31,61,Imports - Qty (Mt),750.000,F,750.000,F,756.000,*,677.000,P,692.000,*,741.000,P
8,31,91,Exports - Qty (Mt),0.000,T,0.000,T,0.000,T,0.000,T,0.000,T,0.000,T
8,32,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,47.000, 
8,32,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000,M
8,34,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,84.000, 
8,38,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,3.000, 
8,41,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,645.000,*
8,51,61,Imports - Qty (Mt),900.000,*,660.000,*,817.000,*,2198.000,P,418.000,P,1781.000, 
8,51,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,28.000, 
8,113,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,6.000, 
8,154,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000, 
8,155,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,0.000, 
8,168,61,Imports - Qty (Mt),60.000,*,80.000,*,59.000,*,83.000,P,134.000,P,295.000, 
8,168,91,Exports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,10.000, 
8,172,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,2.000, 
8,175,61,Imports - Qty (Mt),0.000,M,0.000,M,8.000,*,8.000,T,8.000,T,0.000,*
8,632,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,3.000, 
8,633,61,Imports - Qty (Mt),4106.000,*,2475.000,*,4986.000,*,4387.000,P,2602.000,P,10088.000, 
8,633,91,Exports - Qty (Mt),115.000,*,110.000,*,152.000,*,134.000,P,77.000,P,172.000, 
8,634,41,Extr Rate (Hg/Mt),5000.000,C,5000.000,C,5000.000,C,5000.000,C,5000.000,C,5000.000,C
8,634,51,Production (Mt),0.000,C,0.000,C,0.000,C,0.000,C,0.000,C,0.000,C
8,634,61,Imports - Qty (Mt),600.000,*,550.000,*,438.000,*,734.000,P,474.000,P,1098.000, 
8,634,91,Exports - Qty (Mt),152.000,*,136.000,*,71.000,*,181.000,P,44.000,P,174.000, 
8,654,41,Extr Rate (Hg/Mt),4000.000,C,4000.000,C,4000.000,C,4000.000,C,4000.000,C,4000.000,C
8,654,51,Production (Mt),0.000,C,0.000,C,0.000,C,0.000,C,0.000,C,0.000,C
8,1242,61,Imports - Qty (Mt),90.000,*,306.000,*,328.000,*,849.000,P,329.000,P,285.000, 
8,1275,61,Imports - Qty (Mt),0.000,M,0.000,M,0.000,M,0.000,M,0.000,M,12.000, 
9,18,41,Extr Rate (Hg/Mt),10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C,10000.000,C
9,18,51,Production (Mt),3150.000,C,4300.000,C,7000.000,C,15900.000,C,17000.000,C,31200.000,C
