Area Code,Item Code,Element Code,Element Name,Num_1995,Symb_1995,Num_1996,Symb_1996,Num_1997,Symb_1997,Num_1998,Symb_1998,Num_1999,Symb_1999,Num_2000,Symb_2000,Num_2001,Symb_2001,Num_2002,Symb_2002,Num_2003,Symb_2003,Num_2004,Symb_2004,Num_2005,Symb_2005,Num_2006,Symb_2006,Num_2007,Symb_2007
231,20,41,Extr Rate (Hg/Mt),11000,C,11000,C,11000,C,11000,C,11000,C,11000,C,11000,C,11000,C,11000,C,11000,C,11000,C,11000,C,11000,C
231,20,51,Production (Mt),9955,C,6820,C,0,C,12265,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
231,21,41,Extr Rate (Hg/Mt),9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C
231,21,51,Production (Mt),86497.5,C,46740,C,18335,C,4750,C,6175,C,3800,C,13680,C,2565,C,4085,C,6745,C,40565,C,6175,C,8550,C
233,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
233,16,51,Production (Mt),46269.75,C,59377.496,C,44986.5,C,39804.75,C,39868.5,C,37412.25,C,12548.25,C,10584.75,C,5582.25,C,4393.5,C,1920.75,C,26924.998,C,40125,C
234,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
234,16,51,Production (Mt),218271.719,C,230526.234,C,235405.672,C,251489.953,C,226330.625,C,230688.812,C,246493.797,C,266267.75,C,269649.781,C,278490.906,C,288334.312,C,302868.406,C,304223.594,C
234,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
234,18,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,150,C,2500,C,3000,C
234,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
234,20,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,30,C,190,C,100,C,50,C
234,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
234,22,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
235,16,41,Extr Rate (Hg/Mt),7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C
235,16,51,Production (Mt),2917200,C,3763499.75,C,2714400,C,2792400,C,2805660,C,2854800,C,2948400,C,3100500,C,3143400,C,3217500,C,3221400,C,3061500,C,2815800,C
235,19,41,Extr Rate (Hg/Mt),300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C
235,19,51,Production (Mt),112200,C,144750,C,104400,C,107400,C,107910,C,109800,C,113400,C,119250,C,120899.992,C,123750,C,123900.008,C,117750,C,108300,C
236,16,41,Extr Rate (Hg/Mt),7400.001,C,7400.002,C,7400,C,7400.022,C,7399.979,C,7399.965,C,7400,C,7400.004,C,7400.03,C,7400.01,C,7400,C,7400,C,7400,C
236,16,51,Production (Mt),785293, ,670798, ,738328, ,887573, ,861205, ,907961, ,981681, ,753942, ,846963, ,908033, ,1008203, ,838188, ,1064552, 
236,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
236,18,51,Production (Mt),4400,C,6600,C,6200,C,4200,C,4000,C,3500,C,0,M,0,M,0,M,0,M,0,M,0,M,0,M
236,19,41,Extr Rate (Hg/Mt),299.997,C,300.005,C,299.998,C,300.003,C,300.002,C,299.997,C,300,C,299.998,C,299.998,C,299.999,C,300,C,300.171,C,300.003,C
236,19,51,Production (Mt),31836, ,27195, ,29932, ,35983, ,34914, ,36809, ,39798, ,30565, ,34336, ,36812, ,40873, ,34000,F,43158,F
236,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
236,20,51,Production (Mt),60,C,504,C,378,C,12,C,132,C,60,C,120,C,120,C,120,C,240,C,1560,C,1200,C,1200,C
236,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
236,22,51,Production (Mt),5200,C,0,C,4300,C,8500,C,7000,C,7100,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
237,16,41,Extr Rate (Hg/Mt),7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C
237,16,51,Production (Mt),82764,C,49658.398,C,188852.406,C,144212.5,C,271277.812,C,406932.562,C,558610.312,C,528184.75,C,650073.625,C,656845.188,C,843440.375,C,920937.562,C,919432.812,C
237,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
237,18,51,Production (Mt),3369.64,C,3456.584,C,3408.524,C,4152.125,C,4142.778,C,7404.489,C,5617.893,C,7077.418,C,8424.884,C,8458.142,C,10589.284,C,19178.754,C,11945.193,C
237,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
237,22,51,Production (Mt),1684.82,C,1728.292,C,1704.262,C,2076.062,C,2071.389,C,3702.244,C,6554.209,C,8256.987,C,9829.031,C,9867.832,C,12354.165,C,14384.064,C,13936.06,C
238,16,41,Extr Rate (Hg/Mt),9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C
238,16,51,Production (Mt),1220723.5,C,1244002.125,C,1255765.75,C,1333552.25,C,1386293.125,C,1741540.125,C,2020706.875,C,2099368.5,C,2234839.25,C,2211353,C,2461004,C,2254358.5,C,2304365,C
245,16,41,Extr Rate (Hg/Mt),8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
245,16,51,Production (Mt),22800,C,22800,C,22800,C,22800,C,22800,C,22800,C,22800,C,22800,C,22800,C,22800,C,22800,C,22800,C,22800,C
248,16,41,Extr Rate (Hg/Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
248,16,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
248,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
248,18,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
248,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
248,19,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
248,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
248,20,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
248,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
248,22,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
249,16,41,Extr Rate (Hg/Mt),8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C
249,16,51,Production (Mt),984000,C,961860,C,944640,C,942999.938,C,1029100.062,C,1230000,C,1371040,C,1391487.5,C,1435000,C,1558000,C,1623411.375,C,1740573,C,1789184.25,C
249,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
249,22,51,Production (Mt),6977.034,C,7325.086,C,7534.03,C,7702.222,C,8075.466,C,7615.62,C,7707.64,C,7660.212,C,7496.352,C,7670.357,C,7712.322,C,7940.398,C,8152.214,C
250,16,41,Extr Rate (Hg/Mt),7766.491,C,7702.821,C,7500,C,7500,C,7500,C,7500,C,7500,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
250,16,51,Production (Mt),118872, ,87081, ,80431.844,C,77484.031,C,94378.656,C,97376.586,C,142146.047,C,161084.969,C,212448.156,C,208355.281,C,167391.922,C,370787.562,C,275303.375,C
251,16,41,Extr Rate (Hg/Mt),8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
251,16,51,Production (Mt),59004.609,C,71430.125,C,92748.227,C,97306.258,C,99887.18,C,104569.406,C,101354.273,C,109987.133,C,136108.031,C,137944.969,C,136790.672,C,137317.766,C,144642.719,C
255,16,41,Extr Rate (Hg/Mt),0,C,0,C,0,C,0,C,0,C,7143, ,7143,F,7143,F,7143,F,7143,F,7143,F,7143,F,7143,F
255,16,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,1981848,C,1817330.75,C,1873451.875,C,1821839.375,C,1776881.875,C,1783436.25,C,1767951.125,C,1848859.875,C
255,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
255,18,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,2000,C,9000,C,13000,C,12000,C,14000,C,18000,C,9000,C,10000,C
255,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
255,19,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,55490.637,C,50884.238,C,52455.602,C,51010.48,C,49751.699,C,49935.219,C,49501.641,C,51767.039,C
255,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
255,20,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0, ,0, ,5000,C,30000,C,24000,C,29000,C,40000,C,25000,C
255,22,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
255,22,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,176400,C,167400,C,172200,C,169200,C,192000,C,178800,C,188400,C,204000,C
256,16,41,Extr Rate (Hg/Mt),0,M,0,M,0,M,0,M,0,M,7150,F,7150,F,7150,F,7150,F,7150,F,7150,F,7150,F,7150,F
256,16,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,44967.777,C,40938.754,C,37943.621,C,39989.234,C,32726.266,C,28882.426,C,29696.811,C,32884.281,C
256,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
256,19,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,1257.84,C,1145.14,C,1061.36,C,1118.58,C,915.42,C,807.9,C,830.68,C,919.84,C
256,20,41,Extr Rate (Hg/Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,10000,C,10000,C
256,20,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,500,F,2500,F
272,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
272,16,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,870000,C,976500,C
272,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
272,18,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,1000,C,1000,C
272,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
272,19,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,23200,C,26040,C
272,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
272,22,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,20000,C,20000,C
273,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7857.143,C,17444.262,C
273,16,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,C,16500, ,21282, 
299,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
299,16,51,Production (Mt),17650.021,C,32557.629,C,39547.094,C,47932.488,C,55750.5,C,84706.867,C,67275.688,C,86304.336,C,67285.516,C,99272.117,C,94265.82,C,110655.375,C,171689.984,C
