Area Code,Item Code,Element Code,Element Name,Num_1995,Symb_1995,Num_1996,Symb_1996,Num_1997,Symb_1997,Num_1998,Symb_1998,Num_1999,Symb_1999,Num_2000,Symb_2000,Num_2001,Symb_2001,Num_2002,Symb_2002,Num_2003,Symb_2003,Num_2004,Symb_2004,Num_2005,Symb_2005,Num_2006,Symb_2006,Num_2007,Symb_2007
41,20,51,Production (Mt),23331.088,C,23328.283,C,23184.357,C,23183.67,C,22916.375,C,22432.367,C,22172.58,C,21719.342,C,21446.016,C,21419.064,C,21302.51,C,14163.736,C,14074.619,C
41,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
41,22,51,Production (Mt),233310.875,C,233282.812,C,231843.578,C,231836.703,C,229163.781,C,224323.688,C,221725.797,C,217193.422,C,214460.156,C,214190.641,C,213025.094,C,141637.344,C,133708.875,C
44,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
44,16,51,Production (Mt),784527.938,C,772347.438,C,791284.125,C,814234.562,C,830630.438,C,840901.562,C,904129.375,C,908585.562,C,968276.875,C,965800.562,C,963407.375,C,1009439.25,C,975560,C
44,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
44,20,51,Production (Mt),0,T,0,T,0,T,0,T,240,C,240,C,480,C,540,C,540,C,540,C,540,C,600,C,660,C
44,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
44,22,51,Production (Mt),200,C,4600,C,5700,C,8300,C,100,C,100,C,100,C,100,C,100,C,11000,C,19000,C,19000,C,22000,C
46,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
46,16,51,Production (Mt),17927.25,C,17250,C,43725,C,42000,C,72000,C,65025,C,53031,C,62699.25,C,66411,C,67800,C,47607.75,C,66947.25,C,32481.75,C
47,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
47,16,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
48,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
48,16,51,Production (Mt),117346.656,C,162965.344,C,135576.469,C,152921.859,C,152926.641,C,158523.672,C,162201.781,C,150880.891,C,144118.141,C,121842.258,C,138944.797,C,129339.172,C,149678.75,C
48,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
48,18,51,Production (Mt),500,C,2000,C,2570,C,3350,C,3200,C,2620,C,2920,C,3100,C,3200,C,3800,C,5300,C,4700,C,8000,C
48,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
48,20,51,Production (Mt),0,M,240,C,324,C,336,C,360,C,576,C,576,C,720,C,720,C,0,C,0,C,0,C,0,C
48,22,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
48,22,51,Production (Mt),9720,C,10200,C,9840,C,11160,C,9960,C,9960,C,14880,C,18000,C,12000,C,11040,C,20400,C,19800,C,21960,C
49,16,41,Extr Rate (Hg/Mt),7353.424,C,7322.388,C,7228.205,C,7277.5,C,7226.506,C,7237.975,C,7215.19,C,7218.543,C,7210.031,C,7201.835,C,7207.207,C,7212.121,C,7228.916,C
49,16,51,Production (Mt),268400, ,245300, ,281900, ,291100, ,299900, ,285900, ,285000, ,218000,F,230000,F,157000,F,240000,F,238000,F,240000,F
50,16,41,Extr Rate (Hg/Mt),7703.523,C,7682.927,C,7696.079,C,7692.308,C,7697.675,C,7691.197,C,7690.015,C,7696.709,C,7685.714,C,7699.842,C,7694.888,C,7699.936,C,7699.975,C
50,16,51,Production (Mt),63400,*,63000,*,62800,*,62000,*,66200,*,53300,*,51600,*,53800,*,53800,*,48740,*,48170,*,42941,*,53500,*
50,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
50,18,51,Production (Mt),1391.11,C,1370.285,C,1368.224,C,1368.521,C,1465.698,C,1182.707,C,1141.826,C,1182.435,C,1170.365,C,1079.373,C,1082.284,C,959.735,C,1189.596,C
50,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
50,20,51,Production (Mt),245.49,C,241.815,C,241.451,C,241.504,C,258.652,C,208.713,C,201.499,C,208.665,C,206.535,C,190.477,C,190.991,C,169.365,C,209.929,C
51,16,41,Extr Rate (Hg/Mt),0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T
51,16,51,Production (Mt),0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T
51,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
51,18,51,Production (Mt),0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T
51,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
51,22,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
52,16,41,Extr Rate (Hg/Mt),7800,F,7800,F,7800,F,7800,F,7800,F,7800,F,7800,F,7800,F,7800,F,7800,F,7800,F,7800,F,7800,F
52,16,51,Production (Mt),943800,C,764400,C,819000,C,864474,C,960180,C,1259232,C,1360632,C,1405092,C,1506180,C,1699620,C,1623024,C,1639224.625,C,1422624, 
52,18,41,Extr Rate (Hg/Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,9766.537,C
52,18,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,4518, 
52,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
52,19,51,Production (Mt),24200,C,19600,C,21000,C,22166,C,24620,C,32288,C,34888,C,36028,C,38620,C,43580,C,41616,C,42031.398,C,37898.719,C
52,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
52,20,51,Production (Mt),1500,C,1500,C,1500,C,800,C,1000,C,4000,C,5000,C,4500,C,5000,C,5000,C,5000,C,3000,C,3000,C
53,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
53,16,51,Production (Mt),29772.23,C,21368.318,C,9235.037,C,15754.306,C,9495.209,C,8701.149,C,10984.248,C,14042.16,C,10141.006,C,8338.334,C,15482.729,C,20056.055,C,15616.736,C
53,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
53,18,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
54,16,41,Extr Rate (Hg/Mt),7665.071,C,7595.349,C,7431.279,C,7735.803,C,7424.929,C,7327.913,C,6207.317,C,5762.59,C,5844.548,C,6200,C,6171.123,C,6312.155,C,6515.151,C
54,16,51,Production (Mt),320400, ,326600, ,313600, ,313300, ,262100, ,270400, ,254500, ,240300, ,251900, ,260400, ,230800, ,228500, ,215000, 
54,20,41,Extr Rate (Hg/Mt),0,C,0,C,10000,C,10000,C,10000,C,0,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,0,C
54,20,51,Production (Mt),0,M,0,M,1000,F,8000,F,9000,F,0,C,1000,F,7000,F,10000,F,17000,F,16000,F,8000,F,0,F
54,22,41,Extr Rate (Hg/Mt),12000,F,12000,F,12000,F,12000,F,12000,F,12000,F,12000,F,12000,F,12000,F,12000,F,12000,F,12000,F,12000,F
54,22,51,Production (Mt),76800,C,74400,C,93000,C,69000,C,41400,C,58200,C,51000,C,44400,C,42000,C,49200,C,8880,C,0,C,25800,C
55,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
55,18,51,Production (Mt),47.3,C,43.92,C,43.32,C,41,C,45,C,48.79,C,45.77,C,45.44,C,45.87,C,44.19,C,44.72,C,44.58,C,44.52,C
56,16,41,Extr Rate (Hg/Mt),8123.685,C,7187.5,C,6848.725,C,6258.234,C,7090.214,C,7208.01,C,7196.343,C,7191.221,C,7218.696,C,6869.836,C,10294.071,C,8310.451,C,7531.37,C
56,16,51,Production (Mt),159000,F,138000,F,159000,F,152000,F,152000,F,165000,F,148000,F,160000,F,155000,F,157000,F,159000,F,160000,F,162000,F
56,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
56,18,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,1500,C,1500,C
56,20,41,Extr Rate (Hg/Mt),12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C
56,20,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,343.75,C,343.75,C,343.75,C,343.75,C,343.75,C
56,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
56,22,51,Production (Mt),0,C,850,C,2600,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
57,16,41,Extr Rate (Hg/Mt),7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C
57,16,51,Production (Mt),340080,C,366600,C,401700,C,528060,C,579540,C,614640,C,577200,C,526500,C,499200,C,452400,C,397020,C,405600,C,397800,C
57,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
57,18,51,Production (Mt),0,M,0,M,0,M,2500,C,2500,C,2500,C,500,C,500,C,1000,C,500,C,500,C,500,C,500,C
57,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
57,20,51,Production (Mt),0,M,0,M,0,M,2000,C,2000,C,2000,C,1500,C,1000,C,1500,C,1500,C,1000,C,1000,C,1000,C
57,22,41,Extr Rate (Hg/Mt),10019.034,C,10011.394,C,10013.932,C,10010.634,C,10046.823,C,10006.712,C,10014.185,C,10022.059,C,10023.622,C,10022.814,C,10000,C,10007.752,C,10031.496,C
57,22,51,Production (Mt),72638, ,82594, ,117163, ,142151, ,150200, ,149100, ,141200, ,136300, ,127300, ,131800, ,130500, ,129100, ,127400, 
58,16,41,Extr Rate (Hg/Mt),7475.843,C,7600.063,C,7579.484,C,7607.387,C,7599.98,C,7599.997,C,7613.788,C,7684.311,C,7620.594,C,7614.834,C,7630.223,C,7587.129,C,7629.587,C
58,16,51,Production (Mt),237980, ,282809, ,384530, ,392545, ,357801, ,320903,F,412480, ,289000,F,321000,F,336000,F,360000,F,370000,F,361000,F
59,16,41,Extr Rate (Hg/Mt),8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C
59,16,51,Production (Mt),7527400,C,7927378.5,C,8059197,C,7856511,C,7591867.5,C,7685695,C,8298231,C,8077103.5,C,7967763,C,8248603,C,8922573,C,10586070,C,10801370,C
59,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
59,18,51,Production (Mt),1563.472,C,1596.789,C,1624.622,C,1599.067,C,1532.844,C,1542.701,C,1664.646,C,1617.162,C,1594.336,C,1650.544,C,1799.215,C,2119.154,C,2160.306,C
59,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
59,20,51,Production (Mt),1876.166,C,1916.147,C,1949.546,C,1918.881,C,1839.413,C,1851.241,C,1997.575,C,1940.594,C,1913.203,C,1980.653,C,2159.058,C,2542.985,C,2592.367,C
59,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
59,22,51,Production (Mt),3908.679,C,3991.973,C,4061.554,C,3997.668,C,3832.111,C,3856.751,C,4161.616,C,4042.905,C,3985.839,C,4126.36,C,4498.037,C,5297.885,C,5400.764,C
60,16,41,Extr Rate (Hg/Mt),8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
60,16,51,Production (Mt),160000,F,156000,F,160000,F,164000,F,160000,F,164000,F,168000,F,172000,F,176000,F,180000,F,184000,F,188000,F,192000,F
60,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
60,18,51,Production (Mt),2400,C,1300,C,2050,C,500,C,1200,C,600,C,600,C,600,C,600,C,1300,C,2600,C,0,C,0,C
60,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
60,20,51,Production (Mt),660,C,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
60,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
60,22,51,Production (Mt),0,M,0,M,0,M,5300,C,300,C,1200,C,2500,C,3600,C,1600,C,800,C,16050,C,20200,C,23700,C
62,16,41,Extr Rate (Hg/Mt),9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C
62,16,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
62,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
62,18,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
62,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
62,20,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
62,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
62,22,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
63,16,41,Extr Rate (Hg/Mt),7800,C,7800,C,7800,C,7300,F,7150, ,7100, ,6800, ,6800, ,6800, ,6800,F,6800,F,6800,F,6800,F
63,16,51,Production (Mt),39000,C,28860,C,27300,C,16060,C,5720,C,9940,C,14960,C,28356,C,45560,C,46920,C,58480,C,63240,C,63580,C
63,20,41,Extr Rate (Hg/Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,10000,C
63,20,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,4000,C
66,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
66,16,51,Production (Mt),50921.746,C,51300,C,49932,C,57456,C,52668,C,65590.125,C,70012.867,C,70995.781,C,71904.812,C,83776.32,C,84894.656,C,91755.867,C,95117.727,C
66,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
66,18,51,Production (Mt),5902.175,C,6070,C,6093.2,C,6245.6,C,6086.8,C,7153.913,C,7392.386,C,7506.178,C,7659.381,C,8620.532,C,8747.466,C,9176.187,C,9513.173,C
66,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
66,19,51,Production (Mt),1414.493,C,1425,C,1387,C,1596,C,1463,C,1821.948,C,1944.802,C,1972.105,C,1997.356,C,2327.12,C,2358.185,C,2548.774,C,2642.159,C
66,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
66,20,51,Production (Mt),2124.783,C,2185.2,C,2193.552,C,2248.416,C,2191.248,C,2575.409,C,2661.259,C,2702.224,C,2757.377,C,3103.392,C,3149.088,C,3303.427,C,3424.742,C
66,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
66,22,51,Production (Mt),2951.087,C,3035,C,3046.6,C,3122.8,C,3043.4,C,3576.956,C,3696.193,C,3753.089,C,3829.691,C,4310.266,C,4373.733,C,4588.093,C,4756.586,C
67,16,41,Extr Rate (Hg/Mt),7500, ,7500, ,7500, ,7500, ,7500, ,7500, ,7500, ,7500, ,7500, ,7500, ,7500, ,7500, ,7500, 
67,16,51,Production (Mt),286200,C,315225,C,343425,C,311400,C,320100,C,309600,C,314250,C,317025,C,309150,C,306375,C,274350,C,253349.984,C,253725,C
67,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
67,18,51,Production (Mt),19500,C,20000,C,21000,C,21000,C,17000,C,17000,C,17000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
67,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
67,19,51,Production (Mt),7632,C,8406,C,9158,C,8304,C,8536,C,8256,C,8380,C,8454,C,8244,C,8170,C,7316,C,6756,C,6766,C
67,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
67,20,51,Production (Mt),8400,C,9000,C,9600,C,9600,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,8400,C
67,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
67,22,51,Production (Mt),2000,C,2000,C,2000,C,2000,C,2000,C,2000,C,2000,C,2000,C,2000,C,0,C,0,C,0,C,0,C
68,16,41,Extr Rate (Hg/Mt),7700,F,7700,F,7700,F,7700,F,7700,F,7700,F,7700,F,7700,F,7700,F,7700,F,7700,F,7700,F,7700,F
68,16,51,Production (Mt),5929000,C,6006000,C,5929000,C,5929000,C,5967500,C,5852000,C,5698000,C,5813500,C,6160000,C,6160000,C,6294365,C,6621615,C,6358275,C
68,19,41,Extr Rate (Hg/Mt),100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C
68,19,51,Production (Mt),77000,C,78000,C,77000,C,77000,C,77500,C,76000,C,74000,C,75500,C,80000,C,80000,C,81745,C,85995,C,82575,C
68,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
68,20,51,Production (Mt),32000,C,45000,C,63000,C,71000,C,72000,C,74000,C,73000,C,70000,C,67000,C,79000,C,89000,C,85000,C,89000,C
70,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
70,16,51,Production (Mt),261.598,C,167.508,C,146.837,C,197.446,C,143.273,C,96.228,C,96.228,C,116.899,C,131.155,C,429.106,C,397.742,C,531.036,C,605.88,C
72,16,41,Extr Rate (Hg/Mt),8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
72,16,51,Production (Mt),8000,C,0,C,4240,C,25440,C,84400,C,3200,C,2745.6,C,66510.398,C,55082.398,C,33032.801,C,84801.602,C,77737.602,C,8000.8,C
73,16,41,Extr Rate (Hg/Mt),7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C
73,16,51,Production (Mt),513190,C,397850,C,439460,C,436905,C,458440,C,394200,C,452600,C,481800,C,467200,C,281050,C,278860,C,386900,C,359890,C
73,19,41,Extr Rate (Hg/Mt),100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,300,C,300,C,300,C,300,C,300,C
73,19,51,Production (Mt),7030,C,5450,C,6020,C,5985,C,6280,C,5400,C,6200,C,6600,C,19200,C,11550,C,11460,C,15900,C,15450,C
74,16,41,Extr Rate (Hg/Mt),7000,C,7000,C,7000,C,7000,C,7000,C,7000,C,7000,C,7000,C,7000,C,7000,C,7000,C,7000,C,7000,C
74,16,51,Production (Mt),26129.18,C,26189.695,C,28237.229,C,32862.305,C,27501.076,C,30135.805,C,45949.504,C,42373.797,C,22809.5,C,48200.527,C,50637.754,C,51589.371,C,53566.414,C
75,16,41,Extr Rate (Hg/Mt),9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C,9500,C
75,16,51,Production (Mt),5.7,C,0,C,0,C,0,C,0,C,0,C,4.75,C,0,C,19.95,C,2.85,C,190,C,57,C,0,C
76,16,41,Extr Rate (Hg/Mt),8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
76,16,51,Production (Mt),324,C,324,C,324,C,324,C,324,C,324,C,324,C,324,C,324,C,324,C,324,C,324,C,324,C
79,16,41,Extr Rate (Hg/Mt),7929.955,C,7920.064,C,7842.904,C,7909.973,C,7916.234,C,7930.03,C,7970.003,C,7887.078,C,7989.948,C,7980.051,C,7929.946,C,7909.63,C,7917.211,C
79,16,51,Production (Mt),5241700, ,5479100, ,5476700, ,5465000, ,5793100, ,5632700, ,6000600, ,6146400, ,6120300, ,6280300, ,6305100, ,5573600, ,5753200, 
79,19,41,Extr Rate (Hg/Mt),199.697,C,199.913,C,201.919,C,199.739,C,199.508,C,200.056,C,200.027,C,200.051,C,178.851,C,175.349,C,181.109,C,175.971,C,174.77,C
79,19,51,Production (Mt),132000,F,138300,F,141000,F,138000,F,146000,F,142100,F,150600,F,155900,F,137000,F,138000,F,144000,F,124000,F,127000,F
79,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
79,20,51,Production (Mt),0,C,0,T,1000,C,0,C,0,T,3500,C,6500,C,34000,C,50000,C,80000,C,110000,C,100000,C,120000,C
79,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
79,22,51,Production (Mt),36000,C,50000,C,104000,C,90000,C,42000,C,150000,C,116000,C,134000,C,175000,C,260000,C,300000,C,300000,C,345000,C
80,16,41,Extr Rate (Hg/Mt),7800,C,7800,C,7797.63,C,7764.118,C,7828.444,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C
80,16,51,Production (Mt),171600,C,144300,C,115171,*,131990,*,140912,*,195000,C,202800,C,202800,C,222300,C,210600,C,210600,C,210600,C,210600,C
81,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
81,16,51,Production (Mt),89611.203,C,68721.203,C,138269.375,C,201181.391,C,146142.469,C,176613.125,C,107158.062,C,103645.586,C,150101.578,C,176223.609,C,260904.781,C,242677.016,C,252393.109,C
81,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
81,20,51,Production (Mt),24,C,24,C,24,C,96,C,24,C,24,C,24,C,24,C,48,C,24,C,24,C,24,C,24,C
84,16,41,Extr Rate (Hg/Mt),7130,F,7130,F,7130,F,7130,F,7130,F,7130,F,7130,F,7130,F,7130,F,7130,F,7130,F,7130,F,7130,F
84,16,51,Production (Mt),1105150,C,1140800,C,1176450,C,1262010,C,1276270,C,1283400,C,1283400,C,1269140,C,1269140,C,1233490,C,1240620,C,1240620,C,1240620,C
84,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
84,18,51,Production (Mt),21000,C,21000,C,21000,C,70000,C,78750,C,78750,C,80500,C,80500,C,87500,C,80500,C,80500,C,80500,C,80500,C
84,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
84,19,51,Production (Mt),31000,C,32000,C,33000,C,35400,C,35800,C,36000,C,36000,C,35600,C,35600,C,34600,C,34800,C,34800,C,34800,C
84,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
84,20,51,Production (Mt),4800,C,4800,C,4800,C,16000,C,18000,C,18000,C,18400,C,18400,C,20000,C,18400,C,18400,C,18400,C,18400,C
84,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
