geographicAreaFS,Geographic Area,measuredItemFS,Item,measuredElementFS,Element,timePointYears,Year,Value,Status
100,India,917,Casein,41,Productivity Indicator,2011,2011,300,C
100,India,919,"Cattle Hides, Fresh",41,Productivity Indicator,2011,2011,200,C
100,India,944,Indigenous Cattle Meat,41,Productivity Indicator,2011,2011,1025,F
100,India,945,Biological Cattle Meat,41,Productivity Indicator,2011,2011,2050,F
100,India,947,Buffalo Meat,41,Productivity Indicator,2011,2011,1380.00002,C
100,India,948,"Offals of Buffalo,Edible",41,Productivity Indicator,2011,2011,229.999995,C
100,India,949,Fat of Buffalo,41,Productivity Indicator,2011,2011,85.000002,C
100,India,951,Buffalo Milk,41,Productivity Indicator,2011,2011,17110.9889,C
100,India,952,Butter of Buffalo Milk,41,Productivity Indicator,2011,2011,663.018696,C
100,India,953,Ghee (From Buffalo Milk),41,Productivity Indicator,2011,2011,540.003724,C
100,India,954,Skim Milk of Buffalo,41,Productivity Indicator,2011,2011,9300,C
100,India,957,"Buffalo Hides, Fresh",41,Productivity Indicator,2011,2011,300,C
100,India,972,Indigenous Buffalo Meat,41,Productivity Indicator,2011,2011,1380.00002,C
100,India,973,Biological Buffalo Meat,41,Productivity Indicator,2011,2011,3100,C
100,India,977,Mutton and Lamb,41,Productivity Indicator,2011,2011,120.000005,C
100,India,978,"Offals of Sheep, Edible",41,Productivity Indicator,2011,2011,15.000001,C
100,India,979,Fat of Sheep,41,Productivity Indicator,2011,2011,5,C
100,India,995,"Sheepskins, Fresh",41,Productivity Indicator,2011,2011,18.000001,C
100,India,999,Skin With Wool Sheep,41,Productivity Indicator,2011,2011,10000,C
100,India,1012,Indigenous Sheep Meat,41,Productivity Indicator,2011,2011,120.000005,C
100,India,1013,Biological Sheep Meat,41,Productivity Indicator,2011,2011,220.000005,C
100,India,1017,Goat Meat,41,Productivity Indicator,2011,2011,100,C
100,India,1018,"Offals of Goats, Edible",41,Productivity Indicator,2011,2011,15.000001,C
100,India,1019,Fat of Goats,41,Productivity Indicator,2011,2011,4,C
100,India,1020,Goat Milk,41,Productivity Indicator,2011,2011,1548.12393,C
100,India,1025,"Goatskins, Fresh",41,Productivity Indicator,2011,2011,18.000001,C
100,India,1026,Skins Wet-Salted Goats,41,Productivity Indicator,2011,2011,8000,C
100,India,1027,Skins Dry-Salted Goats,41,Productivity Indicator,2011,2011,5000,C
100,India,1032,Indigenous Goat Meat,41,Productivity Indicator,2011,2011,100,C
100,India,1033,Biological Goat Meat,41,Productivity Indicator,2011,2011,179.999995,C
100,India,1035,Pigmeat,41,Productivity Indicator,2011,2011,350,C
100,India,1036,"Offals of Pigs, Edible",41,Productivity Indicator,2011,2011,34.999999,C
100,India,1037,Fat of Pigs,41,Productivity Indicator,2011,2011,25,C
100,India,1038,Pork,41,Productivity Indicator,2011,2011,7000,C
100,India,1039,Bacon-Ham of Pigs,41,Productivity Indicator,2011,2011,7500,C
100,India,1040,Pig Butcher Fat,41,Productivity Indicator,2011,2011,2200,C
100,India,1041,Sausages Pig Meat,41,Productivity Indicator,2011,2011,8500,C
100,India,1042,Meat Preparations Pigs,41,Productivity Indicator,2011,2011,8500,C
100,India,1043,Lard,41,Productivity Indicator,2011,2011,8000,C
100,India,1055,Indigenous Pigmeat,41,Productivity Indicator,2011,2011,350,C
100,India,1056,Biological Pig Meat,41,Productivity Indicator,2011,2011,500,C
100,India,1058,Chicken Meat,41,Productivity Indicator,2011,2011,12016.129,C
100,India,1061,Meat Canned Chicken,41,Productivity Indicator,2011,2011,8000,C
100,India,1062,Hen Eggs,41,Productivity Indicator,2011,2011,112644.448,C
100,India,1063,Eggs Liquid Hen,41,Productivity Indicator,2011,2011,8300,C
100,India,1064,Eggs Dry Whole Yolks Hen,41,Productivity Indicator,2011,2011,2000,C
100,India,1069,Duck Meat,41,Productivity Indicator,2011,2011,13000,C
100,India,1070,Indigenous Duck Meat,41,Productivity Indicator,2011,2011,13000,C
100,India,1071,Biological Duck Meat,41,Productivity Indicator,2011,2011,17000,C
100,India,1094,Indigenous Chicken Meat,41,Productivity Indicator,2011,2011,12016,F
100,India,1095,Biological Chicken Meat,41,Productivity Indicator,2011,2011,15978,F
100,India,1164,"Meat, Dried, nes",41,Productivity Indicator,2011,2011,2500,C
100,India,1167,Offals nes,41,Productivity Indicator,2011,2011,1000,C
100,India,1182,Honey,41,Productivity Indicator,2011,2011,52.173913,C
100,India,1183,Beeswax,41,Productivity Indicator,2011,2011,20,C
100,India,1225,Tallow,41,Productivity Indicator,2011,2011,8000,C
100,India,1242,Margarine + Shortening,41,Productivity Indicator,2011,2011,10380.5175,C
100,India,1243,Fat Preparations nes,41,Productivity Indicator,2011,2011,10000,C
100,India,1274,Oils Boiled etc,41,Productivity Indicator,2011,2011,10000,C
100,India,1275,Oils Hydrogenated,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,16,Flour of Wheat,41,Productivity Indicator,2011,2011,7200,C
101,Indonesia,17,Bran of Wheat,41,Productivity Indicator,2011,2011,2700,C
101,Indonesia,18,Macaroni,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,20,Bread,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,22,Pastry,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,27,"Rice, Paddy",41,Productivity Indicator,2011,2011,49802.0917,C
101,Indonesia,31,Milled Paddy Rice,41,Productivity Indicator,2011,2011,6500,C
101,Indonesia,32,"Rice, Broken",41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,33,Rice Gluten,41,Productivity Indicator,2011,2011,800,C
101,Indonesia,34,"Rice, Starch",41,Productivity Indicator,2011,2011,9000,C
101,Indonesia,35,Bran of Rice,41,Productivity Indicator,2011,2011,1000,C
101,Indonesia,36,Oil of Rice Bran,41,Productivity Indicator,2011,2011,1500,C
101,Indonesia,37,Cake of Rice Bran,41,Productivity Indicator,2011,2011,7700,C
101,Indonesia,38,Rice Flour,41,Productivity Indicator,2011,2011,7000,C
101,Indonesia,41,Breakfast Cereals,41,Productivity Indicator,2011,2011,7000,C
101,Indonesia,49,Malt of Barley,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,50,Malt Extracts,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,51,Beer of Barley,41,Productivity Indicator,2011,2011,60603.403,C
101,Indonesia,56,Maize,41,Productivity Indicator,2011,2011,45652.409,C
101,Indonesia,57,Germ of Maize,41,Productivity Indicator,2011,2011,800,C
101,Indonesia,58,Flour of Maize,41,Productivity Indicator,2011,2011,6800,C
101,Indonesia,59,Bran of Maize,41,Productivity Indicator,2011,2011,2000,C
101,Indonesia,60,Oil of Maize,41,Productivity Indicator,2011,2011,4500,C
101,Indonesia,61,Cake of Maize,41,Productivity Indicator,2011,2011,5000,C
101,Indonesia,67,White Maize,41,Productivity Indicator,2011,2011,34539.0071,C
101,Indonesia,113,Cereal Prep nes,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,116,Potatoes,41,Productivity Indicator,2011,2011,166241.609,C
101,Indonesia,122,Sweet Potatoes,41,Productivity Indicator,2011,2011,123288.832,C
101,Indonesia,125,Cassava,41,Productivity Indicator,2011,2011,202955.231,C
101,Indonesia,126,Flour of Cassava,41,Productivity Indicator,2011,2011,4000,C
101,Indonesia,127,Cassava Tapioca,41,Productivity Indicator,2011,2011,2800,C
101,Indonesia,128,Cassava Dried,41,Productivity Indicator,2011,2011,2500,C
101,Indonesia,129,Cassava Starch,41,Productivity Indicator,2011,2011,2000,C
101,Indonesia,149,Roots and Tubers nes,41,Productivity Indicator,2011,2011,59375,C
101,Indonesia,150,Flour of Roots and Tuber,41,Productivity Indicator,2011,2011,4000,C
101,Indonesia,156,Sugar Cane,41,Productivity Indicator,2011,2011,551724.138,C
101,Indonesia,158,Cane Sugar,41,Productivity Indicator,2011,2011,762.501366,C
101,Indonesia,161,Sugar Crops nes,41,Productivity Indicator,2011,2011,27027.027,C
101,Indonesia,163,Sugar non Centrifugal,41,Productivity Indicator,2011,2011,0,T
101,Indonesia,164,Sugar Refined,41,Productivity Indicator,2011,2011,9200,C
101,Indonesia,165,Molasses,41,Productivity Indicator,2011,2011,562.501008,C
101,Indonesia,167,Sugar and Syrups nes,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,168,Sugar Confectionery,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,170,Bagasse,41,Productivity Indicator,2011,2011,2500,C
101,Indonesia,176,"Beans, Dry",41,Productivity Indicator,2011,2011,11479.8772,C
101,Indonesia,211,Pulses nes,41,Productivity Indicator,2011,2011,6597.32541,C
101,Indonesia,212,Flour of Pulses,41,Productivity Indicator,2011,2011,6500,C
101,Indonesia,213,Bran of Pulses,41,Productivity Indicator,2011,2011,3000,C
101,Indonesia,217,Cashew Nuts,41,Productivity Indicator,2011,2011,1997.02505,C
101,Indonesia,226,Areca Nuts (Betel),41,Productivity Indicator,2011,2011,12329.9663,C
101,Indonesia,230,Cáshew Nuts Shelled,41,Productivity Indicator,2011,2011,3000,C
101,Indonesia,234,Nuts nes,41,Productivity Indicator,2011,2011,4368.65022,C
101,Indonesia,235,Preprd Nuts(Excl.Grnuts),41,Productivity Indicator,2011,2011,7000,C
101,Indonesia,236,Soybeans,41,Productivity Indicator,2011,2011,13680.6835,C
101,Indonesia,237,Oil of Soya Beans,41,Productivity Indicator,2011,2011,1800,C
101,Indonesia,238,Cake of Soya Beans,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,239,Soya Sauce,41,Productivity Indicator,2011,2011,35000,C
101,Indonesia,242,Groundnuts in Shell,41,Productivity Indicator,2011,2011,21326.7066,C
101,Indonesia,243,Groundnuts Shelled,41,Productivity Indicator,2011,2011,5527.41122,C
101,Indonesia,244,Oil of Groundnuts,41,Productivity Indicator,2011,2011,5200,C
101,Indonesia,245,Cake of Groundnuts,41,Productivity Indicator,2011,2011,4600,C
101,Indonesia,246,Prepared Groundnuts,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,249,Coconuts,41,Productivity Indicator,2011,2011,58724.8322,C
101,Indonesia,250,"Coconuts, Dessicated",41,Productivity Indicator,2011,2011,2000,C
101,Indonesia,251,Copra,41,Productivity Indicator,2011,2011,2000,C
101,Indonesia,252,Oil of Coconuts,41,Productivity Indicator,2011,2011,6291.51222,C
101,Indonesia,253,Cake of Coconuts,41,Productivity Indicator,2011,2011,3700,C
101,Indonesia,254,Oil Palm Fruit,41,Productivity Indicator,2011,2011,170178.282,C
101,Indonesia,256,Palm Kernels,41,Productivity Indicator,2011,2011,556.190476,C
101,Indonesia,257,Oil of Palm,41,Productivity Indicator,2011,2011,2199.67057,C
101,Indonesia,258,Oil of Palm Kernels,41,Productivity Indicator,2011,2011,4450.08547,C
101,Indonesia,259,Cake of Palm Kernels,41,Productivity Indicator,2011,2011,5520,C
101,Indonesia,265,Castor Beans,41,Productivity Indicator,2011,2011,2613.63636,C
101,Indonesia,266,Oil of Castor Beans,41,Productivity Indicator,2011,2011,4500,C
101,Indonesia,268,Oil of Sunflower Seed,41,Productivity Indicator,2011,2011,4100,C
101,Indonesia,269,Cake of Sunflower Seed,41,Productivity Indicator,2011,2011,4700,C
101,Indonesia,310,Kapok Fruit,41,Productivity Indicator,2011,2011,13584.6798,C
101,Indonesia,311,Kapokseed in Shell,41,Productivity Indicator,2011,2011,8500,C
101,Indonesia,312,Kapokseed Shelled,41,Productivity Indicator,2011,2011,6600,C
101,Indonesia,313,Oil of Kapok,41,Productivity Indicator,2011,2011,1500,C
101,Indonesia,314,Cake of Kapok,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,328,Seed Cotton,41,Productivity Indicator,2011,2011,2222.11369,C
101,Indonesia,329,Cottonseed,41,Productivity Indicator,2011,2011,6659.99985,C
101,Indonesia,331,Oil of Cotton Seed,41,Productivity Indicator,2011,2011,1800,C
101,Indonesia,332,Cake of Cotton Seed,41,Productivity Indicator,2011,2011,6000,C
101,Indonesia,358,Cabbages,41,Productivity Indicator,2011,2011,208768.887,C
101,Indonesia,373,Spinach,41,Productivity Indicator,2011,2011,34237.6605,C
101,Indonesia,388,Tomatoes,41,Productivity Indicator,2011,2011,166494.363,C
101,Indonesia,389,Tomatojuice Concentrated,41,Productivity Indicator,2011,2011,2000,C
101,Indonesia,392,Peeled Tomatoes,41,Productivity Indicator,2011,2011,9000,C
101,Indonesia,393,Cauliflower,41,Productivity Indicator,2011,2011,120210.783,C
101,Indonesia,394,"Pumpkins, Squash, Gourds",41,Productivity Indicator,2011,2011,452543.86,C
101,Indonesia,397,Cucumbers and Gherkins,41,Productivity Indicator,2011,2011,99158.6813,C
101,Indonesia,399,Eggplants,41,Productivity Indicator,2011,2011,99454.5594,C
101,Indonesia,401,"Chillies&Peppers, Green",41,Productivity Indicator,2011,2011,61854.2353,C
101,Indonesia,403,"Onions, Dry",41,Productivity Indicator,2011,2011,95350.9774,C
101,Indonesia,406,Garlic,41,Productivity Indicator,2011,2011,80683.8074,C
101,Indonesia,407,Leeks and Oth.Alliac.Veg,41,Productivity Indicator,2011,2011,94724.7847,C
101,Indonesia,414,"Beans, Green",41,Productivity Indicator,2011,2011,68342.0677,C
101,Indonesia,426,Carrots,41,Productivity Indicator,2011,2011,158576.201,C
101,Indonesia,446,Green Corn (Maize),41,Productivity Indicator,2011,2011,45668.3938,C
101,Indonesia,447,Sweet Corn Frozen,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,448,Sweet Corn Prep. or Pres,41,Productivity Indicator,2011,2011,4000,C
101,Indonesia,449,Mushrooms,41,Productivity Indicator,2011,2011,922555.332,C
101,Indonesia,451,Canned Mushrooms,41,Productivity Indicator,2011,2011,11000,C
101,Indonesia,463,Vegetables Fresh nes,41,Productivity Indicator,2011,2011,95436.8348,C
101,Indonesia,471,Vegetables Pr by Vinegar,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,472,Vegetables Prepared nes,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,473,Vegetables Frozen,41,Productivity Indicator,2011,2011,9000,C
101,Indonesia,474,Veg. in Temp Preservativ,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,486,Bananas,41,Productivity Indicator,2011,2011,588799.013,C
101,Indonesia,490,Oranges,41,Productivity Indicator,2011,2011,351909.341,C
101,Indonesia,491,Oranjuice Single-Strengt,41,Productivity Indicator,2011,2011,7000,C
101,Indonesia,513,Citrusjuice Single-Stren,41,Productivity Indicator,2011,2011,6500,C
101,Indonesia,514,Citrusjuice Concentrated,41,Productivity Indicator,2011,2011,1500,C
101,Indonesia,517,Ferm. Beverages Exc Wine,41,Productivity Indicator,2011,2011,5000,C
101,Indonesia,518,Applejuice Single Streng,41,Productivity Indicator,2011,2011,7000,C
101,Indonesia,565,Vermouths and Similar,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,567,Watermelons,41,Productivity Indicator,2011,2011,148796.532,C
101,Indonesia,568,Cantaloupes&oth Melons,41,Productivity Indicator,2011,2011,163708.025,C
101,Indonesia,571,Mangoes,41,Productivity Indicator,2011,2011,102320.866,C
101,Indonesia,572,Avocados,41,Productivity Indicator,2011,2011,127443.31,C
101,Indonesia,574,Pineapples,41,Productivity Indicator,2011,2011,1248987.43,C
101,Indonesia,575,"Pineapples, Canned",41,Productivity Indicator,2011,2011,5200,C
101,Indonesia,576,Pineapplejuice Sing-Stre,41,Productivity Indicator,2011,2011,2000,C
101,Indonesia,580,Pineapplejuice Concentr.,41,Productivity Indicator,2011,2011,800,C
101,Indonesia,600,Papayas,41,Productivity Indicator,2011,2011,866803.256,C
101,Indonesia,603,Fruit Tropical Fresh nes,41,Productivity Indicator,2011,2011,129754.467,C
101,Indonesia,604,Fruit Tropical Dried nes,41,Productivity Indicator,2011,2011,2500,C
101,Indonesia,619,Fruit Fresh nes,41,Productivity Indicator,2011,2011,118218.496,C
101,Indonesia,620,Fruit Dried nes,41,Productivity Indicator,2011,2011,4000,C
101,Indonesia,622,Fruit Juice nes,41,Productivity Indicator,2011,2011,5000,C
101,Indonesia,623,Fruit Prepared nes,41,Productivity Indicator,2011,2011,6000,C
101,Indonesia,624,Flour of Fruit,41,Productivity Indicator,2011,2011,2500,C
101,Indonesia,626,Homogen.Cooked Fruit Pre,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,628,Fruit Pulp for Feed,41,Productivity Indicator,2011,2011,2500,C
101,Indonesia,632,Alcohol Non Food Purpose,41,Productivity Indicator,2011,2011,5500,C
101,Indonesia,633,Beverages Non-Alcoholic,41,Productivity Indicator,2011,2011,30000,C
101,Indonesia,634,Beverages Dist Alcoholic,41,Productivity Indicator,2011,2011,4000,C
101,Indonesia,654,Dregs from Brewing+Dist.,41,Productivity Indicator,2011,2011,4000,C
101,Indonesia,656,"Coffee, Green",41,Productivity Indicator,2011,2011,4938.90178,C
101,Indonesia,657,Coffee Roasted,41,Productivity Indicator,2011,2011,7000,C
101,Indonesia,658,Coffee Subst Cont Coffee,41,Productivity Indicator,2011,2011,12000,C
101,Indonesia,659,Coffee Extracts,41,Productivity Indicator,2011,2011,3000,C
101,Indonesia,661,Cocoa Beans,41,Productivity Indicator,2011,2011,4110.58525,C
101,Indonesia,662,Cocoa Paste,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,663,Cocoa Husks+Shell,41,Productivity Indicator,2011,2011,2000,C
101,Indonesia,664,Cocoa Butter,41,Productivity Indicator,2011,2011,4700,C
101,Indonesia,665,Cocoa Powder and Cake,41,Productivity Indicator,2011,2011,5300,C
101,Indonesia,666,Chocolate Products nes,41,Productivity Indicator,2011,2011,47000,C
101,Indonesia,667,Tea,41,Productivity Indicator,2011,2011,12181.6707,C
101,Indonesia,687,"Pepper,White/Long/Black",41,Productivity Indicator,2011,2011,4865.92179,C
101,Indonesia,692,Vanilla,41,Productivity Indicator,2011,2011,2800,C
101,Indonesia,693,Cinnamon (Canella),41,Productivity Indicator,2011,2011,8844.27032,C
101,Indonesia,698,"Cloves, Whole+Stems",41,Productivity Indicator,2011,2011,2184.29003,C
101,Indonesia,702,"Nutmeg, Mace, Cardamons",41,Productivity Indicator,2011,2011,1628.28947,C
101,Indonesia,720,Ginger,41,Productivity Indicator,2011,2011,45115.7143,C
101,Indonesia,723,Spices nes,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,767,Cotton Lint,41,Productivity Indicator,2011,2011,3329.99992,C
101,Indonesia,770,Cotton Linter,41,Productivity Indicator,2011,2011,200,C
101,Indonesia,778,Kapok Fibre,41,Productivity Indicator,2011,2011,3157.89474,C
101,Indonesia,782,Jute-Like Fibres,41,Productivity Indicator,2011,2011,15755.597,C
101,Indonesia,789,Sisal,41,Productivity Indicator,2011,2011,11324.5033,C
101,Indonesia,809,Abaca (Manila Hemp),41,Productivity Indicator,2011,2011,7640.94956,C
101,Indonesia,826,Tobacco Leaves,41,Productivity Indicator,2011,2011,9379.37063,C
101,Indonesia,836,Natural Rubber,41,Productivity Indicator,2011,2011,8651.94873,C
101,Indonesia,837,Rubber Natural Dry,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,846,Gluten Feed and Meal,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,866,Cattle,41,Productivity Indicator,2011,2011,0,M
101,Indonesia,867,Beef and Veal,41,Productivity Indicator,2011,2011,2268.98083,C
101,Indonesia,868,"Offals of Cattle, Edible",41,Productivity Indicator,2011,2011,490,F
101,Indonesia,869,Fat of Cattle,41,Productivity Indicator,2011,2011,110,F
101,Indonesia,872,Beef Dried Salt Smoked,41,Productivity Indicator,2011,2011,3000,C
101,Indonesia,873,Meat Extracts,41,Productivity Indicator,2011,2011,1300,C
101,Indonesia,875,Beef Preparations,41,Productivity Indicator,2011,2011,4500,C
101,Indonesia,882,"Cow Milk, Whole, Fresh",41,Productivity Indicator,2011,2011,16329.2679,C
101,Indonesia,885,"Cream, Fresh",41,Productivity Indicator,2011,2011,1000,C
101,Indonesia,888,Skim Milk of Cows,41,Productivity Indicator,2011,2011,8500,C
101,Indonesia,891,Yoghurt,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,893,"Butterm,Curdl,Acid.Milk",41,Productivity Indicator,2011,2011,8500,C
101,Indonesia,896,"Skim Milk, Condensed",41,Productivity Indicator,2011,2011,3000,C
101,Indonesia,919,"Cattle Hides, Fresh",41,Productivity Indicator,2011,2011,345,F
101,Indonesia,920,Hides Wet-Salted Cattle,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,944,Indigenous Cattle Meat,41,Productivity Indicator,2011,2011,2269,F
101,Indonesia,945,Biological Cattle Meat,41,Productivity Indicator,2011,2011,4999,F
101,Indonesia,947,Buffalo Meat,41,Productivity Indicator,2011,2011,2154.26829,C
101,Indonesia,948,"Offals of Buffalo,Edible",41,Productivity Indicator,2011,2011,450,C
101,Indonesia,949,Fat of Buffalo,41,Productivity Indicator,2011,2011,94.999999,C
101,Indonesia,957,"Buffalo Hides, Fresh",41,Productivity Indicator,2011,2011,329.999995,C
101,Indonesia,958,Hides Wet-Salted Buffal,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,959,Hides Dry-Salted Buffal,41,Productivity Indicator,2011,2011,5000,C
101,Indonesia,972,Indigenous Buffalo Meat,41,Productivity Indicator,2011,2011,2154,F
101,Indonesia,973,Biological Buffalo Meat,41,Productivity Indicator,2011,2011,4895,F
101,Indonesia,976,Sheep,41,Productivity Indicator,2011,2011,0,M
101,Indonesia,977,Mutton and Lamb,41,Productivity Indicator,2011,2011,99.989316,C
101,Indonesia,978,"Offals of Sheep, Edible",41,Productivity Indicator,2011,2011,15.000001,C
101,Indonesia,979,Fat of Sheep,41,Productivity Indicator,2011,2011,6,C
101,Indonesia,982,Sheep Milk,41,Productivity Indicator,2011,2011,300,C
101,Indonesia,987,"Wool, Greasy",41,Productivity Indicator,2011,2011,30.000001,C
101,Indonesia,995,"Sheepskins, Fresh",41,Productivity Indicator,2011,2011,23,C
101,Indonesia,996,Skin Wet-Salted Sheep,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,1012,Indigenous Sheep Meat,41,Productivity Indicator,2011,2011,100,C
101,Indonesia,1013,Biological Sheep Meat,41,Productivity Indicator,2011,2011,209.99999,C
101,Indonesia,1016,Goats,41,Productivity Indicator,2011,2011,0,M
101,Indonesia,1017,Goat Meat,41,Productivity Indicator,2011,2011,100,C
101,Indonesia,1018,"Offals of Goats, Edible",41,Productivity Indicator,2011,2011,17,C
101,Indonesia,1019,Fat of Goats,41,Productivity Indicator,2011,2011,5,C
101,Indonesia,1020,Goat Milk,41,Productivity Indicator,2011,2011,400,C
101,Indonesia,1025,"Goatskins, Fresh",41,Productivity Indicator,2011,2011,23,C
101,Indonesia,1026,Skins Wet-Salted Goats,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,1032,Indigenous Goat Meat,41,Productivity Indicator,2011,2011,100,C
101,Indonesia,1033,Biological Goat Meat,41,Productivity Indicator,2011,2011,209.99999,C
101,Indonesia,1035,Pigmeat,41,Productivity Indicator,2011,2011,550,C
101,Indonesia,1036,"Offals of Pigs, Edible",41,Productivity Indicator,2011,2011,55.000001,C
101,Indonesia,1037,Fat of Pigs,41,Productivity Indicator,2011,2011,60.000002,C
101,Indonesia,1038,Pork,41,Productivity Indicator,2011,2011,7000,C
101,Indonesia,1039,Bacon-Ham of Pigs,41,Productivity Indicator,2011,2011,6500,C
101,Indonesia,1040,Pig Butcher Fat,41,Productivity Indicator,2011,2011,2000,C
101,Indonesia,1041,Sausages Pig Meat,41,Productivity Indicator,2011,2011,7500,C
101,Indonesia,1043,Lard,41,Productivity Indicator,2011,2011,8000,C
101,Indonesia,1055,Indigenous Pigmeat,41,Productivity Indicator,2011,2011,550,C
101,Indonesia,1056,Biological Pig Meat,41,Productivity Indicator,2011,2011,680.000019,C
101,Indonesia,1058,Chicken Meat,41,Productivity Indicator,2011,2011,8000.1778,C
101,Indonesia,1059,Offals Liver of Chickens,41,Productivity Indicator,2011,2011,1000,C
101,Indonesia,1061,Meat Canned Chicken,41,Productivity Indicator,2011,2011,9000,C
101,Indonesia,1062,Hen Eggs,41,Productivity Indicator,2011,2011,49415.6731,C
101,Indonesia,1063,Eggs Liquid Hen,41,Productivity Indicator,2011,2011,9000,C
101,Indonesia,1069,Duck Meat,41,Productivity Indicator,2011,2011,9000.15967,C
101,Indonesia,1070,Indigenous Duck Meat,41,Productivity Indicator,2011,2011,9000,C
101,Indonesia,1071,Biological Duck Meat,41,Productivity Indicator,2011,2011,13000,C
101,Indonesia,1091,"Eggs, excluding Hen",41,Productivity Indicator,2011,2011,90901.9302,C
101,Indonesia,1094,Indigenous Chicken Meat,41,Productivity Indicator,2011,2011,8000,F
101,Indonesia,1095,Biological Chicken Meat,41,Productivity Indicator,2011,2011,10959,F
101,Indonesia,1097,Horsemeat,41,Productivity Indicator,2011,2011,1680.76923,C
101,Indonesia,1098,Offals of Horse,41,Productivity Indicator,2011,2011,177,F
101,Indonesia,1102,"Horse Hides, Fresh",41,Productivity Indicator,2011,2011,276.500009,C
101,Indonesia,1120,Indigenous Horse Meat,41,Productivity Indicator,2011,2011,1681,F
101,Indonesia,1121,Biological Horse Meat,41,Productivity Indicator,2011,2011,3362,F
101,Indonesia,1242,Margarine + Shortening,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,1243,Fat Preparations nes,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,1274,Oils Boiled etc,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,1275,Oils Hydrogenated,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,1276,Fatty Acids Oils 431.31,41,Productivity Indicator,2011,2011,10000,C
101,Indonesia,1277,Res Fatty Subst 431.32,41,Productivity Indicator,2011,2011,10000,C
102,"Iran, Islamic Rep of",15,Wheat,41,Productivity Indicator,2011,2011,19354.0539,C
102,"Iran, Islamic Rep of",16,Flour of Wheat,41,Productivity Indicator,2011,2011,8000,C
102,"Iran, Islamic Rep of",17,Bran of Wheat,41,Productivity Indicator,2011,2011,1000,C
102,"Iran, Islamic Rep of",18,Macaroni,41,Productivity Indicator,2011,2011,10000,C
102,"Iran, Islamic Rep of",20,Bread,41,Productivity Indicator,2011,2011,12000,C
102,"Iran, Islamic Rep of",22,Pastry,41,Productivity Indicator,2011,2011,10000,C
102,"Iran, Islamic Rep of",23,Wheat Starch,41,Productivity Indicator,2011,2011,8500,C
102,"Iran, Islamic Rep of",24,Wheat Gluten,41,Productivity Indicator,2011,2011,1500,C
102,"Iran, Islamic Rep of",27,"Rice, Paddy",41,Productivity Indicator,2011,2011,47842.1775,C
102,"Iran, Islamic Rep of",31,Milled Paddy Rice,41,Productivity Indicator,2011,2011,6300,C
102,"Iran, Islamic Rep of",32,"Rice, Broken",41,Productivity Indicator,2011,2011,9000,C
102,"Iran, Islamic Rep of",34,"Rice, Starch",41,Productivity Indicator,2011,2011,8000,C
102,"Iran, Islamic Rep of",35,Bran of Rice,41,Productivity Indicator,2011,2011,800,C
102,"Iran, Islamic Rep of",38,Rice Flour,41,Productivity Indicator,2011,2011,9000,C
102,"Iran, Islamic Rep of",41,Breakfast Cereals,41,Productivity Indicator,2011,2011,9000,C
102,"Iran, Islamic Rep of",44,Barley,41,Productivity Indicator,2011,2011,17976.6079,C
102,"Iran, Islamic Rep of",49,Malt of Barley,41,Productivity Indicator,2011,2011,0,C
102,"Iran, Islamic Rep of",51,Beer of Barley,41,Productivity Indicator,2011,2011,0,C
102,"Iran, Islamic Rep of",56,Maize,41,Productivity Indicator,2011,2011,47842.1775,C
102,"Iran, Islamic Rep of",58,Flour of Maize,41,Productivity Indicator,2011,2011,9000,C
102,"Iran, Islamic Rep of",59,Bran of Maize,41,Productivity Indicator,2011,2011,800,C
