geographicAreaFS,Geographic Area,measuredItemFS,Item,measuredElementFS,Element,timePointYears,Year,Value,Status
2,Afghanistan,15,Wheat,41,Productivity Indicator,2011,2011,15179.2115,C
2,Afghanistan,16,Flour of Wheat,41,Productivity Indicator,2011,2011,8500,F
2,Afghanistan,17,Bran of Wheat,41,Productivity Indicator,2011,2011,1000,F
2,Afghanistan,27,"Rice, Paddy",41,Productivity Indicator,2011,2011,32000,C
2,Afghanistan,31,Milled Paddy Rice,41,Productivity Indicator,2011,2011,6700,F
2,Afghanistan,35,Bran of Rice,41,Productivity Indicator,2011,2011,800,F
2,Afghanistan,44,Barley,41,Productivity Indicator,2011,2011,16100,C
2,Afghanistan,56,Maize,41,Productivity Indicator,2011,2011,16400,C
2,Afghanistan,58,Flour of Maize,41,Productivity Indicator,2011,2011,8500,C
2,Afghanistan,59,Bran of Maize,41,Productivity Indicator,2011,2011,1300,C
2,Afghanistan,79,Millet,41,Productivity Indicator,2011,2011,30000,C
2,Afghanistan,80,Flour of Millet,41,Productivity Indicator,2011,2011,8000,C
2,Afghanistan,81,Bran of Millet,41,Productivity Indicator,2011,2011,1800,C
2,Afghanistan,116,Potatoes,41,Productivity Indicator,2011,2011,100000,C
2,Afghanistan,156,Sugar Cane,41,Productivity Indicator,2011,2011,300000,C
2,Afghanistan,157,Sugar Beets,41,Productivity Indicator,2011,2011,130000,C
2,Afghanistan,158,Cane Sugar,41,Productivity Indicator,2011,2011,1000,C
2,Afghanistan,159,Beet Sugar,41,Productivity Indicator,2011,2011,984.51037,C
2,Afghanistan,164,Sugar Refined,41,Productivity Indicator,2011,2011,9200,C
2,Afghanistan,165,Molasses,41,Productivity Indicator,2011,2011,500,C
2,Afghanistan,169,"Beet Pulp, Dry",41,Productivity Indicator,2011,2011,700,C
2,Afghanistan,170,Bagasse,41,Productivity Indicator,2011,2011,2500,C
2,Afghanistan,211,Pulses nes,41,Productivity Indicator,2011,2011,8271.60494,C
2,Afghanistan,221,Almonds,41,Productivity Indicator,2011,2011,45000.3712,C
2,Afghanistan,222,Walnuts,41,Productivity Indicator,2011,2011,60000,C
2,Afghanistan,223,Pistachios,41,Productivity Indicator,2011,2011,11111.1111,C
2,Afghanistan,231,Almonds Shelled,41,Productivity Indicator,2011,2011,5000,C
2,Afghanistan,232,Walnuts Shelled,41,Productivity Indicator,2011,2011,5000,C
2,Afghanistan,234,Nuts nes,41,Productivity Indicator,2011,2011,18674.9717,C
2,Afghanistan,260,Olives,41,Productivity Indicator,2011,2011,30000,C
2,Afghanistan,261,Oil of Olive,41,Productivity Indicator,2011,2011,1200,C
2,Afghanistan,267,Sunflower Seed,41,Productivity Indicator,2011,2011,13518.3066,C
2,Afghanistan,268,Oil of Sunflower Seed,41,Productivity Indicator,2011,2011,2500,C
2,Afghanistan,269,Cake of Sunflower Seed,41,Productivity Indicator,2011,2011,7000,C
2,Afghanistan,273,Olive Residues,41,Productivity Indicator,2011,2011,8500,C
2,Afghanistan,289,Sesame Seed,41,Productivity Indicator,2011,2011,6808.51064,C
2,Afghanistan,290,Oil of Sesame Seed,41,Productivity Indicator,2011,2011,4000,C
2,Afghanistan,291,Cake of Sesame Seed,41,Productivity Indicator,2011,2011,5300,C
2,Afghanistan,328,Seed Cotton,41,Productivity Indicator,2011,2011,10000,C
2,Afghanistan,329,Cottonseed,41,Productivity Indicator,2011,2011,6500,C
2,Afghanistan,331,Oil of Cotton Seed,41,Productivity Indicator,2011,2011,1800,C
2,Afghanistan,332,Cake of Cotton Seed,41,Productivity Indicator,2011,2011,4500,C
2,Afghanistan,333,Linseed,41,Productivity Indicator,2011,2011,6340.34999,C
2,Afghanistan,334,Oil of Linseed,41,Productivity Indicator,2011,2011,3400,C
2,Afghanistan,335,Cake of Linseed,41,Productivity Indicator,2011,2011,6400,C
2,Afghanistan,463,Vegetables Fresh nes,41,Productivity Indicator,2011,2011,89355.5233,C
2,Afghanistan,469,Vegetables Dehydrated,41,Productivity Indicator,2011,2011,2000,C
2,Afghanistan,490,Oranges,41,Productivity Indicator,2011,2011,60000,C
2,Afghanistan,512,Citrus Fruit nes,41,Productivity Indicator,2011,2011,100000,C
2,Afghanistan,515,Apples,41,Productivity Indicator,2011,2011,70000,C
2,Afghanistan,521,Pears,41,Productivity Indicator,2011,2011,133333.333,C
2,Afghanistan,526,Apricots,41,Productivity Indicator,2011,2011,67359.375,C
2,Afghanistan,527,Dry Apricots,41,Productivity Indicator,2011,2011,3000,C
2,Afghanistan,534,Peaches and Nectarines,41,Productivity Indicator,2011,2011,80000,C
2,Afghanistan,536,Plums,41,Productivity Indicator,2011,2011,74752.6316,C
2,Afghanistan,537,"Plums, Dried (Prunes)",41,Productivity Indicator,2011,2011,2500,C
2,Afghanistan,541,"Stone Fruit nes, Fresh",41,Productivity Indicator,2011,2011,70592.0429,C
2,Afghanistan,558,Berries nes,41,Productivity Indicator,2011,2011,64752.6316,C
2,Afghanistan,560,Grapes,41,Productivity Indicator,2011,2011,80000,C
2,Afghanistan,561,Raisins,41,Productivity Indicator,2011,2011,2500,C
2,Afghanistan,567,Watermelons,41,Productivity Indicator,2011,2011,90000,C
2,Afghanistan,568,Cantaloupes&oth Melons,41,Productivity Indicator,2011,2011,101144.961,C
2,Afghanistan,569,Figs,41,Productivity Indicator,2011,2011,40000,C
2,Afghanistan,570,"Figs, Dried",41,Productivity Indicator,2011,2011,3000,C
2,Afghanistan,619,Fruit Fresh nes,41,Productivity Indicator,2011,2011,70000,C
2,Afghanistan,620,Fruit Dried nes,41,Productivity Indicator,2011,2011,3000,C
2,Afghanistan,711,"Anise, Badian, Fennel",41,Productivity Indicator,2011,2011,6596.44323,C
2,Afghanistan,767,Cotton Lint,41,Productivity Indicator,2011,2011,3300,C
2,Afghanistan,769,Cotton Waste,41,Productivity Indicator,2011,2011,200,C
2,Afghanistan,770,Cotton Linter,41,Productivity Indicator,2011,2011,200,C
2,Afghanistan,867,Beef and Veal,41,Productivity Indicator,2011,2011,1799.92174,C
2,Afghanistan,868,"Offals of Cattle, Edible",41,Productivity Indicator,2011,2011,300,C
2,Afghanistan,869,Fat of Cattle,41,Productivity Indicator,2011,2011,30.000001,C
2,Afghanistan,882,"Cow Milk, Whole, Fresh",41,Productivity Indicator,2011,2011,3692.10526,C
2,Afghanistan,886,Butter of Cow Milk,41,Productivity Indicator,2011,2011,500,C
2,Afghanistan,888,Skim Milk of Cows,41,Productivity Indicator,2011,2011,9400,C
2,Afghanistan,903,"Whey, Fresh",41,Productivity Indicator,2011,2011,7000,C
2,Afghanistan,919,"Cattle Hides, Fresh",41,Productivity Indicator,2011,2011,200,C
2,Afghanistan,920,Hides Wet-Salted Cattle,41,Productivity Indicator,2011,2011,8000,C
2,Afghanistan,944,Indigenous Cattle Meat,41,Productivity Indicator,2011,2011,1800,F
2,Afghanistan,945,Biological Cattle Meat,41,Productivity Indicator,2011,2011,3384,F
2,Afghanistan,977,Mutton and Lamb,41,Productivity Indicator,2011,2011,159.279778,C
2,Afghanistan,978,"Offals of Sheep, Edible",41,Productivity Indicator,2011,2011,31.999999,C
2,Afghanistan,979,Fat of Sheep,41,Productivity Indicator,2011,2011,15.000001,C
2,Afghanistan,982,Sheep Milk,41,Productivity Indicator,2011,2011,300,C
2,Afghanistan,983,Butter+Ghee (Sheep Milk),41,Productivity Indicator,2011,2011,500,C
2,Afghanistan,984,Cheese of Sheep Milk,41,Productivity Indicator,2011,2011,2000,C
2,Afghanistan,985,Skim Sheep Milk,41,Productivity Indicator,2011,2011,9200,C
2,Afghanistan,987,"Wool, Greasy",41,Productivity Indicator,2011,2011,11.989903,C
2,Afghanistan,995,"Sheepskins, Fresh",41,Productivity Indicator,2011,2011,25,C
2,Afghanistan,996,Skin Wet-Salted Sheep,41,Productivity Indicator,2011,2011,8000,C
2,Afghanistan,997,Skin Dry-Salted Sheep,41,Productivity Indicator,2011,2011,5000,C
2,Afghanistan,1012,Indigenous Sheep Meat,41,Productivity Indicator,2011,2011,160.000002,C
2,Afghanistan,1013,Biological Sheep Meat,41,Productivity Indicator,2011,2011,327.999997,C
2,Afghanistan,1017,Goat Meat,41,Productivity Indicator,2011,2011,129.999995,C
2,Afghanistan,1018,"Offals of Goats, Edible",41,Productivity Indicator,2011,2011,25,C
2,Afghanistan,1019,Fat of Goats,41,Productivity Indicator,2011,2011,6,C
2,Afghanistan,1020,Goat Milk,41,Productivity Indicator,2011,2011,500,C
2,Afghanistan,1021,Cheese of Goat Milk,41,Productivity Indicator,2011,2011,1500,C
2,Afghanistan,1025,"Goatskins, Fresh",41,Productivity Indicator,2011,2011,25,C
2,Afghanistan,1026,Skins Wet-Salted Goats,41,Productivity Indicator,2011,2011,8000,C
2,Afghanistan,1027,Skins Dry-Salted Goats,41,Productivity Indicator,2011,2011,5000,C
2,Afghanistan,1032,Indigenous Goat Meat,41,Productivity Indicator,2011,2011,129.999995,C
2,Afghanistan,1033,Biological Goat Meat,41,Productivity Indicator,2011,2011,320.000005,C
2,Afghanistan,1058,Chicken Meat,41,Productivity Indicator,2011,2011,8000,C
2,Afghanistan,1062,Hen Eggs,41,Productivity Indicator,2011,2011,17927.0833,C
2,Afghanistan,1094,Indigenous Chicken Meat,41,Productivity Indicator,2011,2011,8000,C
2,Afghanistan,1095,Biological Chicken Meat,41,Productivity Indicator,2011,2011,10800,C
2,Afghanistan,1127,Meat of Camels,41,Productivity Indicator,2011,2011,1800,C
2,Afghanistan,1128,"Offals of Camel, Edible",41,Productivity Indicator,2011,2011,270.000005,C
2,Afghanistan,1129,Fat of Camels,41,Productivity Indicator,2011,2011,125.999999,C
2,Afghanistan,1130,Camel Milk,41,Productivity Indicator,2011,2011,3000,C
2,Afghanistan,1133,"Camel Hides, Fresh",41,Productivity Indicator,2011,2011,300,C
2,Afghanistan,1137,Indigenous Camel Meat,41,Productivity Indicator,2011,2011,1800,C
2,Afghanistan,1138,Biological Camel Meat,41,Productivity Indicator,2011,2011,3600,C
3,Albania,15,Wheat,41,Productivity Indicator,2011,2011,42300.5244,C
3,Albania,16,Flour of Wheat,41,Productivity Indicator,2011,2011,7800,C
3,Albania,17,Bran of Wheat,41,Productivity Indicator,2011,2011,2000,C
3,Albania,27,"Rice, Paddy",41,Productivity Indicator,2011,2011,0,M
3,Albania,31,Milled Paddy Rice,41,Productivity Indicator,2011,2011,5502.72465,C
3,Albania,35,Bran of Rice,41,Productivity Indicator,2011,2011,800,C
3,Albania,44,Barley,41,Productivity Indicator,2011,2011,30633.8028,C
3,Albania,45,Pot Barley,41,Productivity Indicator,2011,2011,7500,C
3,Albania,47,Bran of Barley,41,Productivity Indicator,2011,2011,1500,C
3,Albania,49,Malt of Barley,41,Productivity Indicator,2011,2011,0,M
3,Albania,51,Beer of Barley,41,Productivity Indicator,2011,2011,60071.0405,C
3,Albania,56,Maize,41,Productivity Indicator,2011,2011,59869.2811,C
3,Albania,58,Flour of Maize,41,Productivity Indicator,2011,2011,7500,C
3,Albania,59,Bran of Maize,41,Productivity Indicator,2011,2011,2000,C
3,Albania,71,Rye,41,Productivity Indicator,2011,2011,24285.7143,C
3,Albania,72,Flour of Rye,41,Productivity Indicator,2011,2011,8000,C
3,Albania,73,Bran of Rye,41,Productivity Indicator,2011,2011,1600,C
3,Albania,75,Oats,41,Productivity Indicator,2011,2011,23106.6461,C
3,Albania,83,Sorghum,41,Productivity Indicator,2011,2011,0,M
3,Albania,116,Potatoes,41,Productivity Indicator,2011,2011,242210.526,C
3,Albania,157,Sugar Beets,41,Productivity Indicator,2011,2011,176470.588,C
3,Albania,159,Beet Sugar,41,Productivity Indicator,2011,2011,1025.64103,C
3,Albania,162,"Sugar (Centrifugal, Raw)",41,Productivity Indicator,2011,2011,0,M
3,Albania,164,Sugar Refined,41,Productivity Indicator,2011,2011,9200,C
3,Albania,165,Molasses,41,Productivity Indicator,2011,2011,400,C
3,Albania,169,"Beet Pulp, Dry",41,Productivity Indicator,2011,2011,600,C
3,Albania,176,"Beans, Dry",41,Productivity Indicator,2011,2011,17569.4444,C
3,Albania,181,"Broad Beans, Dry",41,Productivity Indicator,2011,2011,11530.0546,C
3,Albania,205,Vetches,41,Productivity Indicator,2011,2011,3250,C
3,Albania,211,Pulses nes,41,Productivity Indicator,2011,2011,5749.3188,C
3,Albania,220,Chestnuts,41,Productivity Indicator,2011,2011,21666.6667,C
3,Albania,234,Nuts nes,41,Productivity Indicator,2011,2011,25114.1553,C
3,Albania,236,Soybeans,41,Productivity Indicator,2011,2011,18518.5185,C
3,Albania,237,Oil of Soya Beans,41,Productivity Indicator,2011,2011,1600,C
3,Albania,238,Cake of Soya Beans,41,Productivity Indicator,2011,2011,7700,C
3,Albania,243,Groundnuts Shelled,41,Productivity Indicator,2011,2011,7000,C
3,Albania,244,Oil of Groundnuts,41,Productivity Indicator,2011,2011,4000,C
3,Albania,245,Cake of Groundnuts,41,Productivity Indicator,2011,2011,5000,C
3,Albania,260,Olives,41,Productivity Indicator,2011,2011,15571.4286,C
3,Albania,261,Oil of Olive,41,Productivity Indicator,2011,2011,1313.19764,C
3,Albania,267,Sunflower Seed,41,Productivity Indicator,2011,2011,20547.9452,C
3,Albania,268,Oil of Sunflower Seed,41,Productivity Indicator,2011,2011,2779.86268,C
3,Albania,269,Cake of Sunflower Seed,41,Productivity Indicator,2011,2011,3822.31118,C
3,Albania,273,Olive Residues,41,Productivity Indicator,2011,2011,2500,C
3,Albania,328,Seed Cotton,41,Productivity Indicator,2011,2011,11067.5676,C
3,Albania,329,Cottonseed,41,Productivity Indicator,2011,2011,6666.66667,C
3,Albania,331,Oil of Cotton Seed,41,Productivity Indicator,2011,2011,1700,C
3,Albania,332,Cake of Cotton Seed,41,Productivity Indicator,2011,2011,5000,C
3,Albania,358,Cabbages,41,Productivity Indicator,2011,2011,252222.222,C
3,Albania,372,Lettuce,41,Productivity Indicator,2011,2011,101111.111,C
3,Albania,373,Spinach,41,Productivity Indicator,2011,2011,125000,C
3,Albania,388,Tomatoes,41,Productivity Indicator,2011,2011,327868.853,C
3,Albania,391,Tomato Paste,41,Productivity Indicator,2011,2011,9000,C
3,Albania,393,Cauliflower,41,Productivity Indicator,2011,2011,234693.878,C
3,Albania,394,"Pumpkins, Squash, Gourds",41,Productivity Indicator,2011,2011,235000,C
3,Albania,397,Cucumbers and Gherkins,41,Productivity Indicator,2011,2011,327272.727,C
3,Albania,399,Eggplants,41,Productivity Indicator,2011,2011,237000,C
3,Albania,401,"Chillies&Peppers, Green",41,Productivity Indicator,2011,2011,212333.333,C
3,Albania,402,"Onions+Shallots, Green",41,Productivity Indicator,2011,2011,165217.391,C
3,Albania,403,"Onions, Dry",41,Productivity Indicator,2011,2011,174422.817,C
3,Albania,406,Garlic,41,Productivity Indicator,2011,2011,96658.2598,C
3,Albania,407,Leeks and Oth.Alliac.Veg,41,Productivity Indicator,2011,2011,191875,C
3,Albania,414,"Beans, Green",41,Productivity Indicator,2011,2011,102500,C
3,Albania,417,"Peas, Green",41,Productivity Indicator,2011,2011,100000,C
3,Albania,420,"Broad Beans, Green",41,Productivity Indicator,2011,2011,46500,C
3,Albania,426,Carrots,41,Productivity Indicator,2011,2011,306666.667,C
3,Albania,430,Okra,41,Productivity Indicator,2011,2011,102941.919,C
3,Albania,463,Vegetables Fresh nes,41,Productivity Indicator,2011,2011,113169.231,C
3,Albania,469,Vegetables Dehydrated,41,Productivity Indicator,2011,2011,2000,C
3,Albania,471,Vegetables Pr by Vinegar,41,Productivity Indicator,2011,2011,13400,C
3,Albania,472,Vegetables Prepared nes,41,Productivity Indicator,2011,2011,9000,C
3,Albania,475,Veg.Prep or Pres.Frozen,41,Productivity Indicator,2011,2011,8000,C
3,Albania,490,Oranges,41,Productivity Indicator,2011,2011,355000,C
3,Albania,495,Tang.Mand.Clement.Satsma,41,Productivity Indicator,2011,2011,217228.464,C
3,Albania,497,Lemons and Limes,41,Productivity Indicator,2011,2011,81545.0644,C
3,Albania,498,Lemonjuice Single-Streng,41,Productivity Indicator,2011,2011,3500,C
3,Albania,512,Citrus Fruit nes,41,Productivity Indicator,2011,2011,125000,C
3,Albania,513,Citrusjuice Single-Stren,41,Productivity Indicator,2011,2011,1700,C
3,Albania,515,Apples,41,Productivity Indicator,2011,2011,185507.246,C
3,Albania,518,Applejuice Single Streng,41,Productivity Indicator,2011,2011,6500,C
3,Albania,519,Applejuice Concentrated,41,Productivity Indicator,2011,2011,2200,C
3,Albania,521,Pears,41,Productivity Indicator,2011,2011,168000,C
3,Albania,523,Quinces,41,Productivity Indicator,2011,2011,26825,C
3,Albania,526,Apricots,41,Productivity Indicator,2011,2011,130000,C
3,Albania,530,Sour Cherries,41,Productivity Indicator,2011,2011,56666.6667,C
3,Albania,531,Cherries,41,Productivity Indicator,2011,2011,102857.143,C
3,Albania,534,Peaches and Nectarines,41,Productivity Indicator,2011,2011,150574.713,C
3,Albania,536,Plums,41,Productivity Indicator,2011,2011,164444.444,C
3,Albania,560,Grapes,41,Productivity Indicator,2011,2011,215049.025,C
3,Albania,562,Grape Juice,41,Productivity Indicator,2011,2011,6000,C
3,Albania,564,Wine,41,Productivity Indicator,2011,2011,7058.82353,C
3,Albania,566,Marc of Grapes,41,Productivity Indicator,2011,2011,3000,C
3,Albania,567,Watermelons,41,Productivity Indicator,2011,2011,361250,C
3,Albania,568,Cantaloupes&oth Melons,41,Productivity Indicator,2011,2011,229333.333,C
3,Albania,569,Figs,41,Productivity Indicator,2011,2011,19600,C
3,Albania,570,"Figs, Dried",41,Productivity Indicator,2011,2011,2700,C
3,Albania,577,Dates,41,Productivity Indicator,2011,2011,30489.4737,C
3,Albania,619,Fruit Fresh nes,41,Productivity Indicator,2011,2011,17929.4118,C
3,Albania,620,Fruit Dried nes,41,Productivity Indicator,2011,2011,2500,C
3,Albania,623,Fruit Prepared nes,41,Productivity Indicator,2011,2011,5000,C
3,Albania,628,Fruit Pulp for Feed,41,Productivity Indicator,2011,2011,4500,C
3,Albania,633,Beverages Non-Alcoholic,41,Productivity Indicator,2011,2011,5000,C
3,Albania,634,Beverages Dist Alcoholic,41,Productivity Indicator,2011,2011,6410.25641,C
3,Albania,636,Maize for Forage+Silage,41,Productivity Indicator,2011,2011,200000,C
3,Albania,640,Clover for Forage+Silage,41,Productivity Indicator,2011,2011,145454.546,C
3,Albania,641,Alfalfa for Forage+Silag,41,Productivity Indicator,2011,2011,273342.933,C
3,Albania,654,Dregs from Brewing+Dist.,41,Productivity Indicator,2011,2011,3500,C
3,Albania,657,Coffee Roasted,41,Productivity Indicator,2011,2011,8000,C
3,Albania,677,Hops,41,Productivity Indicator,2011,2011,7272.72727,C
3,Albania,723,Spices nes,41,Productivity Indicator,2011,2011,8525,C
3,Albania,767,Cotton Lint,41,Productivity Indicator,2011,2011,2808.30281,C
3,Albania,826,Tobacco Leaves,41,Productivity Indicator,2011,2011,16101.6949,C
3,Albania,867,Beef and Veal,41,Productivity Indicator,2011,2011,1100.13351,C
3,Albania,868,"Offals of Cattle, Edible",41,Productivity Indicator,2011,2011,129.999995,C
3,Albania,869,Fat of Cattle,41,Productivity Indicator,2011,2011,44.999999,C
3,Albania,882,"Cow Milk, Whole, Fresh",41,Productivity Indicator,2011,2011,26977.4011,C
3,Albania,886,Butter of Cow Milk,41,Productivity Indicator,2011,2011,455.192034,C
3,Albania,888,Skim Milk of Cows,41,Productivity Indicator,2011,2011,9200,C
3,Albania,901,Cheese (Whole Cow Milk),41,Productivity Indicator,2011,2011,1499.49341,C
3,Albania,903,"Whey, Fresh",41,Productivity Indicator,2011,2011,6500,C
3,Albania,919,"Cattle Hides, Fresh",41,Productivity Indicator,2011,2011,220.000005,C
3,Albania,920,Hides Wet-Salted Cattle,41,Productivity Indicator,2011,2011,8000,C
3,Albania,921,Hides Dry-Salted Cattle,41,Productivity Indicator,2011,2011,5000,C
3,Albania,928,Skins Wet-Salt Calves,41,Productivity Indicator,2011,2011,8000,C
3,Albania,929,Skins Dry-Salt Calves,41,Productivity Indicator,2011,2011,5000,C
3,Albania,944,Indigenous Cattle Meat,41,Productivity Indicator,2011,2011,1100,*
3,Albania,945,Biological Cattle Meat,41,Productivity Indicator,2011,2011,2076,F
3,Albania,951,Buffalo Milk,41,Productivity Indicator,2011,2011,5000,C
3,Albania,977,Mutton and Lamb,41,Productivity Indicator,2011,2011,90.062112,C
3,Albania,978,"Offals of Sheep, Edible",41,Productivity Indicator,2011,2011,28,C
3,Albania,979,Fat of Sheep,41,Productivity Indicator,2011,2011,5,C
3,Albania,982,Sheep Milk,41,Productivity Indicator,2011,2011,585.618977,C
3,Albania,984,Cheese of Sheep Milk,41,Productivity Indicator,2011,2011,1500,C
3,Albania,995,"Sheepskins, Fresh",41,Productivity Indicator,2011,2011,25,C
3,Albania,996,Skin Wet-Salted Sheep,41,Productivity Indicator,2011,2011,7000,C
3,Albania,999,Skin With Wool Sheep,41,Productivity Indicator,2011,2011,10000,C
3,Albania,1012,Indigenous Sheep Meat,41,Productivity Indicator,2011,2011,90,F
3,Albania,1013,Biological Sheep Meat,41,Productivity Indicator,2011,2011,187,F
3,Albania,1017,Goat Meat,41,Productivity Indicator,2011,2011,79.956188,C
3,Albania,1018,"Offals of Goats, Edible",41,Productivity Indicator,2011,2011,28,C
3,Albania,1019,Fat of Goats,41,Productivity Indicator,2011,2011,3,C
3,Albania,1020,Goat Milk,41,Productivity Indicator,2011,2011,1155.17241,C
3,Albania,1021,Cheese of Goat Milk,41,Productivity Indicator,2011,2011,1428.57143,C
3,Albania,1025,"Goatskins, Fresh",41,Productivity Indicator,2011,2011,20,C
3,Albania,1028,Skins nes Goats,41,Productivity Indicator,2011,2011,10000,C
3,Albania,1032,Indigenous Goat Meat,41,Productivity Indicator,2011,2011,80,F
3,Albania,1033,Biological Goat Meat,41,Productivity Indicator,2011,2011,166,F
3,Albania,1035,Pigmeat,41,Productivity Indicator,2011,2011,668.367347,C
3,Albania,1036,"Offals of Pigs, Edible",41,Productivity Indicator,2011,2011,30.000001,C
3,Albania,1037,Fat of Pigs,41,Productivity Indicator,2011,2011,40.000001,C
3,Albania,1047,Skin nes Pigs,41,Productivity Indicator,2011,2011,10000,C
3,Albania,1055,Indigenous Pigmeat,41,Productivity Indicator,2011,2011,668,F
3,Albania,1056,Biological Pig Meat,41,Productivity Indicator,2011,2011,855,F
3,Albania,1058,Chicken Meat,41,Productivity Indicator,2011,2011,7533.03965,C
3,Albania,1062,Hen Eggs,41,Productivity Indicator,2011,2011,69769.2308,C
3,Albania,1063,Eggs Liquid Hen,41,Productivity Indicator,2011,2011,8300,C
3,Albania,1094,Indigenous Chicken Meat,41,Productivity Indicator,2011,2011,7533,F
3,Albania,1095,Biological Chicken Meat,41,Productivity Indicator,2011,2011,10030,F
3,Albania,1242,Margarine + Shortening,41,Productivity Indicator,2011,2011,0,C
4,Algeria,15,Wheat,41,Productivity Indicator,2011,2011,15276.7199,C
4,Algeria,16,Flour of Wheat,41,Productivity Indicator,2011,2011,7700,C
4,Algeria,17,Bran of Wheat,41,Productivity Indicator,2011,2011,2000,C
4,Algeria,18,Macaroni,41,Productivity Indicator,2011,2011,10000,C
4,Algeria,20,Bread,41,Productivity Indicator,2011,2011,10000,C
4,Algeria,22,Pastry,41,Productivity Indicator,2011,2011,10000,C
4,Algeria,27,"Rice, Paddy",41,Productivity Indicator,2011,2011,15307.2626,C
4,Algeria,31,Milled Paddy Rice,41,Productivity Indicator,2011,2011,6700,C
4,Algeria,35,Bran of Rice,41,Productivity Indicator,2011,2011,1000,C
4,Algeria,44,Barley,41,Productivity Indicator,2011,2011,12954.4252,C
4,Algeria,45,Pot Barley,41,Productivity Indicator,2011,2011,7500,C
4,Algeria,47,Bran of Barley,41,Productivity Indicator,2011,2011,2300,C
4,Algeria,49,Malt of Barley,41,Productivity Indicator,2011,2011,8000,C
4,Algeria,51,Beer of Barley,41,Productivity Indicator,2011,2011,51774.0768,C
4,Algeria,56,Maize,41,Productivity Indicator,2011,2011,23373.9837,C
4,Algeria,58,Flour of Maize,41,Productivity Indicator,2011,2011,8000,C
4,Algeria,59,Bran of Maize,41,Productivity Indicator,2011,2011,1800,C
4,Algeria,72,Flour of Rye,41,Productivity Indicator,2011,2011,8000,C
4,Algeria,73,Bran of Rye,41,Productivity Indicator,2011,2011,2000,C
4,Algeria,75,Oats,41,Productivity Indicator,2011,2011,11339.5639,C
4,Algeria,83,Sorghum,41,Productivity Indicator,2011,2011,100000,C
4,Algeria,84,Flour of Sorghum,41,Productivity Indicator,2011,2011,8500,C
4,Algeria,85,Bran of Sorghum,41,Productivity Indicator,2011,2011,1500,C
4,Algeria,97,Triticale,41,Productivity Indicator,2011,2011,0,C
4,Algeria,111,Flour of Cereals,41,Productivity Indicator,2011,2011,8500,C
4,Algeria,112,Bran of Cereals,41,Productivity Indicator,2011,2011,1500,C
4,Algeria,116,Potatoes,41,Productivity Indicator,2011,2011,292805.622,C
4,Algeria,157,Sugar Beets,41,Productivity Indicator,2011,2011,0,M
4,Algeria,159,Beet Sugar,41,Productivity Indicator,2011,2011,0,M
4,Algeria,164,Sugar Refined,41,Productivity Indicator,2011,2011,9200,C
4,Algeria,165,Molasses,41,Productivity Indicator,2011,2011,350,C
4,Algeria,168,Sugar Confectionery,41,Productivity Indicator,2011,2011,10000,C
4,Algeria,169,"Beet Pulp, Dry",41,Productivity Indicator,2011,2011,550,C
4,Algeria,171,Sugars Flavoured,41,Productivity Indicator,2011,2011,10000,C
4,Algeria,176,"Beans, Dry",41,Productivity Indicator,2011,2011,7824.30214,C
4,Algeria,181,"Broad Beans, Dry",41,Productivity Indicator,2011,2011,10240.4961,C
4,Algeria,187,"Peas, Dry",41,Productivity Indicator,2011,2011,7477.62245,C
4,Algeria,191,Chick-Peas,41,Productivity Indicator,2011,2011,8672.02712,C
4,Algeria,201,Lentils,41,Productivity Indicator,2011,2011,7407.57439,C
4,Algeria,205,Vetches,41,Productivity Indicator,2011,2011,4932.43243,C
4,Algeria,211,Pulses nes,41,Productivity Indicator,2011,2011,8190.04525,C
4,Algeria,221,Almonds,41,Productivity Indicator,2011,2011,5627.43374,C
4,Algeria,231,Almonds Shelled,41,Productivity Indicator,2011,2011,5000,C
4,Algeria,242,Groundnuts in Shell,41,Productivity Indicator,2011,2011,11900.4702,C
4,Algeria,243,Groundnuts Shelled,41,Productivity Indicator,2011,2011,7000,C
4,Algeria,244,Oil of Groundnuts,41,Productivity Indicator,2011,2011,4500,C
4,Algeria,245,Cake of Groundnuts,41,Productivity Indicator,2011,2011,5000,C
4,Algeria,260,Olives,41,Productivity Indicator,2011,2011,19580.5469,C
4,Algeria,261,Oil of Olive,41,Productivity Indicator,2011,2011,1462.12121,C
4,Algeria,262,"Olives, Preserved",41,Productivity Indicator,2011,2011,10000,C
4,Algeria,267,Sunflower Seed,41,Productivity Indicator,2011,2011,4285.71429,C
4,Algeria,268,Oil of Sunflower Seed,41,Productivity Indicator,2011,2011,4000,C
4,Algeria,269,Cake of Sunflower Seed,41,Productivity Indicator,2011,2011,4000,C
4,Algeria,270,Rapeseed,41,Productivity Indicator,2011,2011,27636.2969,C
4,Algeria,271,Oil of Rapeseed,41,Productivity Indicator,2011,2011,3500,C
4,Algeria,272,Cake of Rapeseed,41,Productivity Indicator,2011,2011,5500,C
4,Algeria,273,Olive Residues,41,Productivity Indicator,2011,2011,2500,C
4,Algeria,274,Oil of Olive Residues,41,Productivity Indicator,2011,2011,252.525253,C
4,Algeria,281,Oil of Safflower,41,Productivity Indicator,2011,2011,3000,C
4,Algeria,282,Cake of Safflower,41,Productivity Indicator,2011,2011,6200,C
4,Algeria,328,Seed Cotton,41,Productivity Indicator,2011,2011,2966.1017,C
